Date, Datalogger Freq, Accelerometer X Axis, Accelerometer Y Axis, Accelerometer Z Axis, Gyroscope X Axis, Gyroscope Y Axis, Gyroscope Z Axis, 
00:05:49:488, 3442, -491593, 944125, 1712984, -77183228, -5809161, -114641254, 
00:05:49:500, 3442, 935484, 2155125, 3881531, -76167961, -16183210, -111603085, 
00:05:49:511, 3431, 1354843, -269046, 1397687, -79160328, -4442749, -112374078, 
00:05:49:527, 3438, 334812, -275671, -1439859, -64274827, -16595424, -107847359, 
00:05:49:539, 3421, 620062, -1356656, -419265, -74221395, -625954, -108022932, 
00:05:49:550, 3421, 1345125, -4499515, 591250, -63595438, 11732827, -106328275, 
00:05:49:562, 3421, 447171, 3345812, 507906, -49534365, 702290, -99305372, 
00:05:49:574, 5297, 1499609, -315421, 2262453, -32916040, -11732827, -89916056, 
00:05:49:589, 3436, 1194781, 2065343, -2356921, -32198482, -14725195, -80221397, 
00:05:49:601, 3436, 453156, 141031, 3433437, -19702295, -19213746, -69167958, 
00:05:49:613, 3436, 36015, 2209421, -4689125, -9053437, -4442749, -62702308, 
00:05:49:652, 3442, 1301218, -7760578, 2873343, -29297718, -17801531, -38076346, 
00:05:49:664, 3442, -346437, -3492062, 322406, -11152674, 9977102, -38160316, 
00:05:49:675, 3437, -511015, -2594171, -6232187, -6480917, -9503819, -29832069, 
00:05:49:687, 3421, 2138906, -3853390, 1994812, -5435116, -21549624, -22480922, 
00:05:49:699, 3438, 420250, 100000, 71500, -25175579, -24908404, -23603060, 
00:05:49:714, 3438, -379953, 928640, 2818765, -32335887, -26022908, -26458022, 
00:05:49:726, 27, -549140, 1020031, 2985109, -34015277, -29961840, -28435122, 
00:05:49:738, 3440, 291953, 1182125, -766937, -48473296, -20862601, -36580163, 
00:05:49:750, 3421, -785140, -3048687, 3603500, -43732837, -36496193, -37633598, 
00:05:49:761, 3421, -425765, 32250, 3165828, -26923671, -35221384, -40480927, 
00:05:49:777, 3421, -545843, 564000, 2570937, -29000008, -35290086, -41152683, 
00:05:49:789, 3421, -712187, 859093, 1573437, -36351155, -54335893, -34961842, 
00:05:49:800, 3441, -549531, 600625, 831000, -51572534, -42404592, -37954209, 
00:05:49:812, 3441, -57093, 1728250, 4118078, -35946575, -15328248, -39648866, 
00:05:49:824, 3441, -1331703, 839046, 948203, -43396959, -14396950, -21519090, 
00:05:49:839, 3419, -807625, 339187, 1986406, -24694663, -1801527, -25175579, 
00:05:49:851, 3440, -539250, 2273671, 2316093, -10366415, 6496185, -23671762, 
00:05:49:863, 3440, 86906, 676593, -372000, -18801532, 9877865, -20412219, 
00:05:49:875, 3440, 263093, 2258062, -1144765, -26374053, 17610692, -17290081, 
00:05:49:886, 3436, -457890, -1529328, -2170890, -17198478, 8229010, -8931300, 
00:05:49:902, 3423, 624015, -79484, 4017906, -10229010, 5175574, -2679390, 
00:05:49:914, 3425, -387359, -183218, 282812, -18580158, 9580155, 519084, 
00:05:49:925, 3425, -15843, -481156, 1561328, -14152675, 11595423, 5763360, 
00:05:49:937, 3425, 195234, -985593, 743250, -13129774, 5312978, 12679392, 
00:05:49:949, 0, -223000, -665625, 277328, -12076339, 6312978, 17007638, 
00:05:50:11, 0, -185609, 845031, 2431812, -6160307, 11748095, 30648863, 
00:05:50:27, 0, 85875, -1109, 1227203, -770992, 17717562, 32610696, 
00:05:50:39, 0, -59703, -485968, 1760281, 809160, 23732831, 36007644, 
00:05:50:50, 0, 40968, 235265, 1249343, 5465650, 40534362, 39328255, 
00:05:50:62, 0, 39046, -70906, 2005015, 10557254, 44129783, 49022914, 
00:05:50:74, 0, -166062, 315859, 521468, 12427484, 50236655, 54862611, 
00:05:50:89, 0, -210921, 1538109, 739203, 18114509, 45687036, 63465667, 
00:05:50:113, 0, 152312, -415109, -346718, 24725198, 21122143, 64381698, 
00:05:50:125, 0, 131828, 411984, -1085656, 27984740, 22961838, 68618340, 
00:05:50:136, 0, 248000, 128750, 49906, 33328253, 27236649, 71656509, 
00:05:50:152, 0, -56906, -244671, -216375, 27564893, 28984741, 71366432, 
00:05:50:164, 0, 119906, 163828, 1113515, 18900768, 33557261, 68526737, 
00:05:50:175, 0, 63046, -301937, 1073968, 13519087, 38946576, 63709942, 
00:05:50:187, 0, 6828, 456593, 1453265, 11702293, 47305357, 57755741, 
00:05:50:199, 0, 236109, 858171, 1956109, 17343516, 46007646, 54389328, 
00:05:50:214, 0, -32921, 917828, 1023093, 12282446, 43458027, 51190854, 
00:05:50:226, 0, 499828, 502968, 986031, 18984738, 31190848, 50832075, 
00:05:50:238, 0, 751171, 121796, 550046, 18954203, 23603060, 48702304, 
00:05:50:250, 0, 635906, 614859, 887906, 6717559, 22763365, 43679401, 
00:05:50:261, 0, 528109, 54609, 917734, 5404581, 21503823, 37748102, 
00:05:50:277, 0, 249093, 374734, 154656, 12763362, 11832064, 35984743, 
00:05:50:289, 0, -28546, 51515, 812109, 10442751, 6664124, 33740467, 
00:05:50:324, 0, 143546, 182062, 157609, 16969470, 10427483, 22687029, 
00:05:50:339, 0, 312781, 45359, 1165718, 17206111, 7122139, 19809166, 
00:05:50:351, 3437, 205890, 274062, 1153703, 16946569, 4374047, 16458020, 
00:05:50:363, 3437, 166187, 312187, 587656, 16961836, -213740, 12709927, 
00:05:50:375, 3437, 276734, 242687, 782765, 15702294, -1465649, 7236643, 
00:05:50:386, 3437, 432375, -87500, 591250, 14656492, -4022901, 1870229, 
00:05:50:402, 3437, 45078, 92687, 994859, 19984738, -8458017, -2183206, 
00:05:50:414, 3437, 131671, 107937, 1150968, 22809166, -13519087, -5908398, 
00:05:50:425, 3437, 14609, -116375, 1515734, 17465653, -13022904, -10801529, 
00:05:50:437, 3437, -104578, 16906, 515781, 14442752, -6900765, -16396951, 
00:05:50:449, 3437, -4671, 71015, 985546, 11236644, 3076336, -23206113, 
00:05:50:464, 3437, -346765, -70921, 19187, 8312979, 10740461, -26290083, 
00:05:50:476, 3437, -307296, 395218, 990968, 8992369, 21427487, -28458023, 
00:05:50:488, 3437, -368937, 188390, 490375, 8961834, 26503824, -29748100, 
00:05:50:527, 3437, -392765, -31156, 641718, 15709928, 41534363, -31465657, 
00:05:50:539, 3437, -419187, -158656, 737953, 16702294, 36061079, -28854970, 
00:05:50:550, 3437, -80765, 81562, 311718, 18503822, 33748101, -26679397, 
00:05:50:562, 3437, -416234, 258921, 983828, 16511455, 30198482, -23923671, 
00:05:50:574, 3437, -437015, 281265, 1002484, 25236648, 33664131, -20938937, 
00:05:50:589, 0, -259062, 194515, 1342843, 21687029, 30587795, -17679394, 
00:05:50:601, 0, 58796, 66687, 1437093, 13748095, 26572526, -13946568, 
00:05:50:613, 0, 72359, 122046, 565156, 11435117, 23175579, -10358781, 
00:05:50:625, 0, -256984, 1062562, 7484, 14511454, 18732829, -5709925, 
00:05:50:640, 0, 235609, 522750, 679890, 18480921, 19305349, -1328244, 
00:05:50:652, 0, -630765, 279359, 316500, 19595425, 21450387, 2664122, 
00:05:50:664, 0, -709484, 615640, 55468, 20244280, 21931304, 6068704, 
00:05:50:675, 0, -329875, 567500, 879296, 21366418, 23786266, 8595422, 
00:05:50:687, 0, -446953, 356390, 738937, 18236646, 23374052, 9816796, 
00:05:50:703, 0, -82546, 19406, 1674718, 17022905, 22259548, 10480919, 
00:05:50:714, 0, -62531, 261546, 760625, 15389317, 19244280, 12603057, 
00:05:50:726, 0, 373609, 375562, 741984, 12183209, 19946570, 14480920, 
00:05:50:738, 0, 18390, 93390, 506093, 6793895, 17290081, 15969470, 
00:05:50:750, 0, 315875, -334453, -10984, 8679391, 14969469, 17610692, 
00:05:50:765, 0, 429656, 634000, 819500, 5465650, 13870233, 18496188, 
00:05:50:777, 0, 146000, 435250, 961734, 5862597, 13206110, 19206112, 
00:05:50:789, 0, 98531, 378281, 907140, 9870231, 12122140, 20297715, 
00:05:50:800, 0, 59718, 316656, 770734, 10587789, 10183209, 21274815, 
00:05:50:812, 0, -450312, 1120984, 440718, 15709928, 7305345, 23030541, 
00:05:50:828, 0, -276109, 30375, 1077312, 16618325, 4755726, 24740465, 
00:05:50:839, 0, -550515, -130359, 268734, 20885502, 549618, 27786267, 
00:05:50:863, 0, -379171, 103765, 401953, 13893133, -7122139, 30465657, 
00:05:50:875, 0, 149953, 148437, 1503515, 20954204, -6167940, 30908405, 
00:05:50:890, 0, 61562, 189671, 1671734, 21816800, -3534352, 30541993, 
00:05:50:902, 0, -189859, 110625, 350312, 21427487, -4000001, 30839703, 
00:05:50:914, 0, 174171, -18625, 1039984, 20198479, -2564886, 30496192, 
00:05:50:925, 0, 79515, -325828, 333015, 18083974, -4183207, 29633596, 
00:05:50:937, 0, 87093, 43687, 1389156, 18801532, -3687023, 27694664, 
00:05:50:976, 0, 134812, -195312, -108468, 14374049, -2664122, 23045808, 
00:05:50:988, 0, -42000, 152343, -58718, 10671758, -1022901, 21122143, 
00:05:51:27, 0, -243359, 315046, 902328, 13618324, 7625956, 15694661, 
00:05:51:39, 0, 52000, 477593, 1263671, 16603058, 9511453, 15335882, 
00:05:51:50, 0, -208312, 418531, 606765, 13832065, 10969468, 14984737, 
00:05:51:62, 0, -496687, 524515, 1618328, 11488552, 10641224, 15557256, 
00:05:51:78, 0, -418125, 616640, 1571578, 12511454, 9473285, 17091608, 
00:05:51:89, 0, -51046, 213312, 584390, 10854964, 8946567, 18931303, 
00:05:51:101, 0, -274593, 1058703, 1409531, 5251909, 9290079, 20351150, 
00:05:51:113, 0, -178062, 74156, 1519718, 5374047, 9793895, 22381685, 
00:05:51:125, 0, 76828, 712437, 1227265, 5022902, 10145041, 23992373, 
00:05:51:140, 0, -7265, 181625, 1004890, -1175572, 11832064, 23419854, 
00:05:51:152, 0, 144421, -85812, 781750, -3908398, 11366415, 22572525, 
00:05:51:164, 0, -234765, 28171, 1955578, -5541986, 10816797, 21847334, 
00:05:51:175, 0, 25015, 203343, 382718, -5564887, 10435117, 21877868, 
00:05:51:187, 0, -104859, 33609, 1671125, -2824428, 10145041, 21809166, 
00:05:51:203, 0, 140750, 220296, 1127265, -2534351, 10809163, 22969472, 
00:05:51:214, 0, -282968, 433578, 812156, -2923664, 9847331, 25106877, 
00:05:51:226, 0, 134375, 401406, 325109, -3122138, 9030536, 27160313, 
00:05:51:238, 0, -107546, -156343, 958750, -2839695, 1595420, 27908405, 
00:05:51:250, 0, -212515, -400875, 1204593, 7908399, -6519085, 27488557, 
00:05:51:265, 0, -167312, -693812, 1502593, 15297714, 381679, 27610695, 
00:05:51:277, 0, 138203, -426187, 1311375, 7801528, 37564896, 26458022, 
00:05:51:289, 0, 115453, -369359, 1252062, -1045801, 76045823, 28366420, 
00:05:51:300, 0, 282375, -207562, 831468, -1755725, 104625984, 31916039, 
00:05:51:312, 0, 438453, -115296, 590265, 1152672, 121969501, 37916041, 
00:05:51:328, 0, 557546, -14140, 81515, 10916033, 130916068, 46763372, 
00:05:51:339, 0, 613656, 35937, 509671, 16549623, 133076374, 57702306, 
00:05:51:351, 0, 538890, -82359, 309921, 17664127, 136396986, 70496203, 
00:05:51:363, 0, 626796, -200765, 122468, 13702294, 140656529, 84625978, 
00:05:51:375, 0, 610296, -45875, 286531, 3442749, 142099277, 98374074, 
00:05:51:390, 0, 816968, 196718, 705343, -22259548, 143694698, 110396978, 
00:05:51:402, 0, 590453, 247640, -258656, -49106884, 144832103, 121366447, 
00:05:51:414, 0, 835843, 804031, -113703, -70045821, 134633626, 132656527, 
00:05:51:425, 0, -179093, 469031, 1514859, -47809174, 109916062, 146030576, 
00:05:51:453, 0, 12765, 834953, 2076203, -24877869, 61847346, 154847373, 
00:05:51:464, 0, 693453, 1131156, 2148562, -16587791, 73274830, 138000040, 
00:05:51:500, 0, 1515843, 207343, 5156, -22893136, 112816826, 113412246, 
00:05:51:515, 0, -140406, 228859, 2171203, -24190846, 96190867, 112977132, 
00:05:51:527, 0, 1291875, 918906, -955593, -20709929, 76473304, 114053468, 
00:05:51:539, 0, 1398859, 154343, 1369312, -32114513, 71908417, 114267208, 
00:05:51:550, 0, 312875, 408359, 384718, -39045812, 82679413, 113396979, 
00:05:51:562, 0, 660796, 1133468, 2363359, -32152681, 85427505, 114068735, 
00:05:51:578, 0, 110843, 1068656, 865218, -40053446, 81542008, 114000033, 
00:05:51:589, 0, 982921, 523656, -277671, -34305353, 75305365, 113603086, 
00:05:51:601, 0, 320562, 133484, 872093, -28305351, 72771013, 110534383, 
00:05:51:652, 0, -208546, 1243953, 1562, -13068706, 53679404, 90656514, 
00:05:51:664, 0, -365625, 1897531, 1409890, -3656489, 43061081, 86351170, 
00:05:51:675, 0, -370796, 84031, -1744562, -4832062, 41824439, 81007657, 
00:05:51:687, 0, 691937, 939593, 2775687, -9068704, 41083981, 76564907, 
00:05:51:703, 0, 296171, 318843, 1771531, -25083976, 33213750, 74671777, 
00:05:51:714, 0, 326015, -71187, 2908390, -36038178, 28664130, 73885517, 
00:05:51:726, 0, -641265, -76328, -1584281, -44320623, 34091612, 72984753, 
00:05:51:738, 0, 146406, 748359, -566609, -43099249, 39496194, 72725211, 
00:05:51:750, 0, -6250, 1013343, 2407953, -48053449, 47664135, 72068723, 
00:05:51:765, 0, 216218, -748828, 2310781, -46404593, 51549633, 72740479, 
00:05:51:777, 0, -123500, 1036796, 1872390, -32480925, 52068717, 74229029, 
00:05:51:789, 0, -1034843, 17406, 1380140, -21022906, 49221388, 75183227, 
00:05:51:800, 0, -691921, -507718, -497734, -18473287, 43916043, 74862617, 
00:05:51:812, 0, -414296, 61890, 1270156, -20847334, 45335891, 72923685, 
00:05:51:828, 0, 19125, 283843, -1403109, -27572527, 42687035, 72007654, 
00:05:51:839, 0, -106046, 1591921, -92640, -25992373, 38160316, 71740478, 
00:05:51:851, 0, -131109, 234593, 1493203, -21297716, 31320619, 71847349, 
00:05:51:863, 0, -1283562, 119500, 2648265, -26763366, 20984738, 72213761, 
00:05:51:875, 0, -841968, -432375, 3754828, -22557258, 8320613, 72809181, 
00:05:51:890, 0, -1074140, 1204812, 3890, -30557260, 2633588, 72175593, 
00:05:51:902, 0, 1671546, -1592156, 1043171, -33977109, -2106870, 71129791, 
00:05:51:914, 0, -586765, -1242109, 1046312, -27122145, -2259542, 69419867, 
00:05:51:925, 0, -465859, -256140, 4053078, -25450389, -3129771, 66923683, 
00:05:51:937, 0, 545890, -2483078, 93093, -25312984, 3702291, 62618338, 
00:05:51:953, 0, -779421, 1665562, 1623625, -19824433, 18435119, 57580169, 
00:05:51:964, 0, 56234, 145562, 154171, -21343517, 30648863, 52412228, 
00:05:52:03, 0, -921828, 1003546, -668484, -36603064, 36320621, 41839706, 
00:05:52:15, 0, -173734, 1027046, -111046, -36366422, 39259553, 39099247, 
00:05:52:27, 0, -91140, 1484156, 3851578, -28671764, 42603065, 36984743, 
00:05:52:39, 0, 250234, -1156046, -461875, -23748098, 47045815, 34694666, 
00:05:52:50, 0, -685125, 803718, 2095515, -28595428, 49938945, 31771001, 
00:05:52:66, 0, -93125, 658062, 1970296, -27114511, 44580165, 31129780, 
00:05:52:78, 0, 879437, -820125, 1130296, -12656492, 42725203, 30007642, 
00:05:52:89, 0, 633781, 431062, 806703, -14511454, 48458029, 26931305, 
00:05:52:101, 0, 316546, -1176734, 2680593, -15106874, 48717571, 25083976, 
00:05:52:113, 0, 214781, 766578, 1500171, -16030539, 39458026, 25725198, 
00:05:52:128, 0, -823500, -351484, -1641156, 809160, 32885505, 26572526, 
00:05:52:140, 0, -917640, -658328, 3045812, 3664123, 36862606, 25618328, 
00:05:52:152, 0, -557968, 1882906, 3818687, -2732825, 41603065, 23977106, 
00:05:52:164, 0, 81343, -452640, 1518406, 1618321, 27954206, 26122144, 
00:05:52:175, 0, -1439296, 582015, -1026187, 2580153, 19557257, 28068710, 
00:05:52:191, 0, 732687, -300906, 4686437, -12458018, 16099241, 27679397, 
00:05:52:203, 0, 419875, 968, 365437, -13786263, -4687024, 31305352, 
00:05:52:214, 0, -9843, 1210718, 5447781, -1801527, 5458016, 30541993, 
00:05:52:226, 0, -37093, 325312, -180671, -24717564, 30381688, 25160312, 
00:05:52:238, 0, -668859, -278734, 2280468, -23015273, 29106878, 24251915, 
00:05:52:253, 0, -598843, -326265, -2001531, 7778628, 27870237, 24137411, 
00:05:52:289, 0, 1461578, -373218, 112437, -15099241, 17931302, 16816798, 
00:05:52:300, 0, 1331156, 2653531, 5572015, -12412217, 1358779, 17702295, 
00:05:52:316, 0, 2025609, 86406, 2060140, 9358781, -3839695, 18038173, 
00:05:52:328, 0, 1279968, 291078, -2727609, 6832063, 1160305, 15099241, 
00:05:52:339, 0, 238859, 687062, -1439984, -1916031, 8351147, 10083972, 
00:05:52:351, 0, 178984, 476031, 3529062, -557252, 4206108, 9770995, 
00:05:52:363, 0, 899625, 774703, 2945625, -11854965, -801526, 9519086, 
00:05:52:390, 0, 350453, -745437, 558906, -26946572, -15900767, 10793896, 
00:05:52:402, 0, 1670937, -153484, 470703, -22053441, -34366422, 15267180, 
00:05:52:414, 0, 90531, 1197703, 3872453, -25687030, -28473290, 14030538, 
00:05:52:425, 0, 616359, -126671, 2783265, -25641228, -34648865, 15076340, 
00:05:52:441, 0, -381656, 1129015, 145437, -30343520, -46526731, 16335882, 
00:05:52:453, 0, 44015, 355546, 303703, -28572527, -56045817, 17129775, 
00:05:52:464, 0, 156484, 508968, 2740781, -28625962, -62259560, 16656493, 
00:05:52:503, 0, -4031, -399125, 2037843, -9175575, -35618330, 2801527, 
00:05:52:515, 0, -443375, -450515, 398359, -5267177, -32717566, -3488550, 
00:05:52:527, 0, -384968, -217296, 2875859, 1343511, -37816804, -9259544, 
00:05:52:539, 0, -249015, 382906, 3291421, -6076337, -46183219, -14961836, 
00:05:52:550, 0, -976984, 1488453, 1282796, -4839696, -52771007, -19748097, 
00:05:52:566, 0, -410093, 992515, 1085703, -2625954, -67931317, -21839700, 
00:05:52:578, 0, -165531, -130921, 1320515, 3862596, -66854981, -25908404, 
00:05:52:589, 0, 208375, -175484, -407750, 1748092, -64610705, -31496192, 
00:05:52:601, 0, -21937, 551015, -193468, 5954200, -65748110, -36358789, 
00:05:52:613, 0, -26921, 1065468, 148937, 12938935, -63801545, -41656500, 
00:05:52:628, 0, -294843, -1082000, -1905031, 16923669, -63129789, -47221387, 
00:05:52:640, 0, -183093, 326578, 412593, 20343517, -58473299, -53335893, 
00:05:52:652, 0, -141500, -341656, 2086046, 22740464, -57358795, -59732841, 
00:05:52:664, 0, 90500, 1225125, 1404921, 24511457, -59282459, -64801545, 
00:05:52:675, 0, -348140, 497046, -1600859, 25267182, -65755744, -68068722, 
00:05:52:691, 0, 622734, 61234, 1739031, 29183214, -69496203, -70931318, 
00:05:52:703, 0, 11390, 339687, 1000093, 27610695, -69145058, -74175594, 
00:05:52:714, 0, 413718, 629812, 1866046, 31190848, -66618339, -77068724, 
00:05:52:726, 0, 73109, 296437, 824484, 33007643, -60572536, -80335901, 
00:05:52:738, 0, 114531, 303921, 1660781, 36885506, -54496199, -82045825, 
00:05:52:753, 0, 409875, 490968, 1028078, 38503827, -54496199, -81618344, 
00:05:52:765, 0, -346890, 470500, 855312, 36435125, -62015285, -82007657, 
00:05:52:777, 0, -413734, 578203, 1164234, 31030543, -66587805, -82839718, 
00:05:52:789, 0, -853171, 596687, 1253875, 29122145, -67053454, -83877886, 
00:05:52:800, 0, -584015, 3312, 1067500, 26816801, -69236661, -83198497, 
00:05:52:816, 0, -436531, -217531, 676765, 21702296, -72916051, -81251931, 
00:05:52:828, 0, -663312, -20625, 1602656, 20961838, -72923685, -78389335, 
00:05:52:839, 0, -28671, 1279656, 577359, 22916037, -66793912, -72633608, 
00:05:52:851, 0, 412656, 399484, 1970125, 22076342, -64305362, -66984752, 
00:05:52:863, 0, 159500, -387515, 734890, 11358781, -60000017, -57603070, 
00:05:52:878, 0, 591515, 418437, 1332046, -1160305, -49656502, -48519098, 
00:05:52:890, 0, 664843, 28171, 1804812, -9656491, -34809170, -39687034, 
00:05:52:902, 0, 719671, 304921, 1310062, -12992370, -21259548, -30771001, 
00:05:52:941, 0, 270890, 209406, 823984, -18198478, -11198476, -14145042, 
00:05:52:953, 0, 115062, 576437, 1238062, -14732828, -8954201, -11381682, 
00:05:52:988, 0, -463062, 496515, 1198921, 6389314, -47801540, -8396949, 
00:05:53:03, 0, -379718, 690750, 1928625, 3137405, -53641236, -12725194, 
00:05:53:15, 0, 11890, 492796, -458437, 4816795, -54343527, -19282448, 
00:05:53:27, 0, 661859, 505250, 1127062, 3450382, -53717572, -28229015, 
00:05:53:39, 0, 372812, -588265, 2049484, 3435115, -51725205, -37832072, 
00:05:53:50, 0, 734359, -61125, 46218, 3786260, -48442762, -47282456, 
00:05:53:66, 0, 714296, -190093, 1202468, -5297711, -41862607, -58358795, 
00:05:53:78, 0, 539406, 354906, -866171, -8961834, -37839705, -69068722, 
00:05:53:89, 0, 888921, -796812, -92890, -4778627, -39702301, -78442770, 
00:05:53:101, 0, 782921, 258015, 2025187, 549618, -42870241, -87717582, 
00:05:53:113, 0, 410203, -385906, -1414718, 6419849, -41732836, -97198501, 
00:05:53:128, 0, 390421, 509187, 681312, 9709926, -39061080, -103687052, 
00:05:53:152, 0, 15281, -1193687, 731203, 587786, -32564894, -99587815, 
00:05:53:164, 0, 364906, 195031, -1778921, -1030534, -28816802, -94274836, 
00:05:53:175, 0, -117750, 781875, 1382593, -12961835, -49610701, -90580178, 
00:05:53:191, 0, -231031, -637765, 468593, -8923666, -75320632, -84038192, 
00:05:53:203, 0, -41078, 575046, 1691500, -4229008, -88000025, -76557274, 
00:05:53:214, 0, 505281, -509234, 3769515, -12267179, -92343538, -71099257, 
00:05:53:226, 0, 1227531, -527609, 2068968, -16916035, -84076360, -69816814, 
00:05:53:238, 0, 342921, -56625, 1960375, -25633595, -86076360, -67587805, 
00:05:53:253, 0, -268312, 144078, 1231671, -16625959, -82511474, -66473301, 
00:05:53:265, 0, 159687, 1264765, -447500, -24618327, -73358799, -68763378, 
00:05:53:277, 0, -153671, 1164765, 6900406, -20908403, -70549638, -69442768, 
00:05:53:289, 0, 1196453, -726328, 556531, -15442752, -70442768, -70488570, 
00:05:53:300, 0, 436812, -1719250, 1409078, -8435116, -71488570, -69358798, 
00:05:53:316, 0, 623281, -1333343, -190812, -679389, -71091623, -66236660, 
00:05:53:328, 0, 343171, -552812, 405859, -946565, -71748112, -61328262, 
00:05:53:339, 0, 1014203, -42343, -1109578, 4969467, -73916051, -54938947, 
00:05:53:351, 0, 364046, 1712250, -2584515, 15091607, -84091627, -49496197, 
00:05:53:367, 0, -30062, 1629906, 1169250, 8694659, -78618343, -49000014, 
00:05:53:378, 0, 5031, -1621609, -2769109, -15748096, -74931319, -52099251, 
00:05:53:390, 0, -9312, -1006609, -3663968, -21114509, -69893150, -57511467, 
00:05:53:402, 0, 194109, 455203, 613156, -29969474, -67648874, -63312995, 
00:05:53:414, 0, -374765, -1354265, 2535187, -30648863, -59625971, -70450402, 
00:05:53:429, 0, 694078, -477562, -1523328, -26389320, -49824441, -77900785, 
00:05:53:539, 0, 1119406, 31468, 5956906, -33351154, -98748120, -119809195, 
00:05:53:554, 0, 637031, 610921, 953671, -11381682, -91625980, -124557288, 
00:05:53:566, 0, -289343, -168500, 4696609, -38167, -99465677, -125427517, 
00:05:53:578, 0, -404328, -2452281, -1100218, -8290078, -91152698, -130366450, 
00:05:53:589, 0, 1348187, 2845687, 8191984, -23770999, -73595441, -134893168, 
00:05:53:601, 0, -294812, 1531406, 3221937, -47557265, -88412239, -135969505, 
00:05:53:617, 0, -1573515, 818046, 4254046, -38045812, -93702317, -133641260, 
00:05:53:628, 0, -340015, -4591328, 36890, -62099254, -69648875, -139290116, 
00:05:53:640, 0, 1247031, 6486578, -2908578, -100862624, -55458031, -141152712, 
00:05:53:652, 0, 1831671, 171218, -4802312, -97473310, -57381696, -144633629, 
00:05:53:691, 0, 1421375, 2003531, -4337890, -35343521, -55816810, -147145080, 
00:05:53:703, 0, -2052812, -3342062, -1209140, -27526725, -17480921, -148664165, 
00:05:53:714, 0, 473000, -8218, 5111125, -68671775, -38099247, -143106911, 
00:05:53:726, 0, 711953, 2250859, -912437, -81000023, -66908416, -131687061, 
00:05:53:742, 0, 2205671, 2442234, -1468062, -88313002, -84435138, -121900798, 
00:05:53:753, 0, 1684281, -2040640, 1807265, -90877888, -99526746, -109816825, 
00:05:53:765, 0, 1676562, -1444843, 671468, -108274840, -103389342, -100198502, 
00:05:53:777, 0, -1217484, 462625, -900046, -102076365, -103419877, -89961858, 
00:05:53:789, 0, -1527078, 854031, 7504546, -93427508, -91885522, -82343535, 
00:05:53:804, 0, 232968, -2530750, 1535765, -81473306, -79244297, -73587807, 
00:05:53:816, 0, 1521687, -6362062, 8191984, -65244293, -13167942, -81564909, 
00:05:53:828, 0, 121500, 3994281, -696687, -63801545, 33068711, -82664146, 
00:05:53:839, 0, -289031, -3840843, -1474031, -49732838, 47717571, -84206131, 
00:05:53:851, 0, 5938875, 954031, 3171562, -48473296, 2549619, -70259562, 
00:05:53:867, 0, 5046140, 4737765, 207203, -55977115, -3335878, -59290093, 
00:05:53:878, 0, 864187, -2629531, -7338046, -46931311, -23854968, -54160321, 
00:05:53:890, 0, -1834640, -1749046, -5575421, -37229018, -42076348, -41595431, 
00:05:53:902, 0, 812218, 2457343, 7025593, -50221388, -25305350, -33938941, 
00:05:53:914, 0, 997984, -1522609, 4426093, -44396959, -51771007, -24122144, 
00:05:53:929, 0, 400515, 5397453, -102546, -42694668, -41152683, -19282448, 
00:05:53:941, 0, 2141859, 101843, 4072437, -38297721, -24839701, -21297716, 
00:05:53:953, 0, -1857937, -3776500, -2094531, -30396955, -28954206, -12503820, 
00:05:53:976, 0, 502515, -3031234, 446937, -20816799, -28488557, -1458015, 
00:05:53:992, 0, 1855062, 1476562, 3088875, -28015275, -25297717, 1183206, 
00:05:54:03, 0, 236125, 1170328, -400375, -9221376, -19335883, 4954199, 
00:05:54:15, 3423, 117390, 1647156, 3983640, -7236643, -14404584, 9687025, 
00:05:54:27, 3423, -922140, -5358140, 451687, 10633590, 8419849, 9671758, 
00:05:54:39, 3423, 1645531, 1500687, 2158781, 3603054, -17381684, 20160311, 
00:05:54:54, 3436, -47109, 1093250, -1514421, -24007640, -42557264, 27900771, 
00:05:54:66, 3428, -260859, 751062, -2483390, -12625957, -16572523, 24343518, 
00:05:54:78, 3428, 1944843, -576984, 4065609, 14038172, 7045803, 24106877, 
00:05:54:89, 3428, 1571500, -1328500, 1062125, 18954203, 18847333, 29343519, 
00:05:54:101, 3435, -241062, -2033265, -6488671, 7633590, 23000006, 27496191, 
00:05:54:117, 3438, 919562, 1282734, 4515546, -221374, 17984738, 30030543, 
00:05:54:128, 3438, 2092640, 3377000, 1285390, 4954199, 10809163, 30488558, 
00:05:54:140, 3438, -1416265, 3470125, -1114484, -3748092, 3854962, 32702299, 
00:05:54:152, 3427, 534062, 862015, 4656281, -9679392, 14847332, 28358786, 
00:05:54:164, 3419, -229328, -5414406, 101906, -3832062, 465648, 31656497, 
00:05:54:179, 3430, -2520109, -1162609, 7487937, -2610687, 13076339, 25610694, 
00:05:54:191, 3430, -875750, 59015, 1443171, -3801527, -4816795, 27725198, 
00:05:54:203, 3432, -811218, 328859, 1774796, -10656491, -7694658, 24435121, 
00:05:54:226, 0, 1125765, 2821984, -2379890, -14511454, 19190845, 15679393, 
00:05:54:242, 0, 1143453, 2986203, -2830265, -9435117, 17755730, 15572523, 
00:05:54:253, 0, -789437, -670500, 531671, -5832062, 10854964, 14885500, 
00:05:54:265, 0, 2064812, 3508265, 5678562, -14358782, 21442754, 9786262, 
