Date, Datalogger Freq, Accelerometer X Axis, Accelerometer Y Axis, Accelerometer Z Axis, Gyroscope X Axis, Gyroscope Y Axis, Gyroscope Z Axis, 

00:05:00:246, 0, 106125, 11234, 955453, 83969, -22900, 15267, ,
00:05:00:257, 0, 106125, 10015, 953328, 15267, 0, 152671, 
00:05:00:273, 0, 105453, 10421, 954140, 91603, -114503, 122137, 
00:05:00:285, 0, 106296, 10796, 956687, 30534, -99236, 83969, 
00:05:00:296, 0, 104968, 10437, 956468, 99236, -274809, 83969, 
00:05:00:308, 0, 105000, 10140, 955687, 114503, 122137, 152671, 
00:05:00:320, 0, 105203, 9718, 955250, 114503, -259542, 175572, 
00:05:00:335, 0, 105562, 10859, 955453, 30534, -244274, 106870, 
00:05:00:347, 0, 107000, 10343, 955328, -229007, -129771, 152671, 
00:05:00:359, 0, 106640, 10953, 952890, 0, -122137, 122137, 
00:05:00:371, 3440, 106281, 10687, 954312, 15267, -282442, 236641, 
00:05:00:382, 3440, 106406, 9296, 955875, 30534, -305343, 183206, 
00:05:00:398, 3440, 106343, 11781, 956312, -99236, -45801, 259542, 
00:05:00:410, 3440, 105765, 11281, 954859, 152671, -175572, 129771, 
00:05:00:421, 3440, 105765, 12156, 954046, 45801, 22900, 38167, 
00:05:00:433, 3440, 106640, 10031, 955937, 68702, 0, 122137, 
00:05:00:449, 3440, 106703, 10406, 956406, -129771, -68702, 198473, 
00:05:00:460, 3440, 107125, 12781, 955890, -15267, -206106, 91603, 
00:05:00:472, 3440, 105734, 11046, 955484, 68702, -251908, 305343, 
00:05:00:484, 3440, 106171, 12218, 956156, 91603, -53435, 53435, 
00:05:00:496, 3440, 107234, 11375, 955203, 68702, -22900, 122137, 
00:05:00:511, 3440, 106156, 12562, 954359, -7633, -175572, 236641, 
00:05:00:523, 3440, 106703, 11437, 953328, -83969, -99236, 152671, 
00:05:00:535, 3440, 106484, 11078, 954046, 76335, -167938, 175572, 
00:05:00:546, 3440, 107015, 11609, 957375, 99236, -114503, -30534, 
00:05:00:558, 3440, 107125, 12250, 956375, -106870, -129771, 76335, 
00:05:00:574, 0, 106828, 11968, 956125, -15267, -22900, 160305, 
00:05:00:585, 0, 106390, 12750, 954687, 0, -91603, 114503, 
00:05:00:597, 0, 107046, 12500, 954562, 91603, -68702, 106870, 
00:05:00:609, 0, 106796, 12515, 956328, -15267, 198473, 83969, 
00:05:00:621, 0, 107812, 11187, 955890, 45801, 251908, 7633, 
00:05:00:636, 0, 106750, 11828, 957703, 76335, 213740, 0, 
00:05:00:648, 0, 106296, 12062, 955390, 106870, 236641, 53435, 
00:05:00:660, 0, 106125, 12281, 958093, -83969, 152671, 30534, 
00:05:00:671, 0, 105843, 12500, 957812, -83969, -30534, 22900, 
00:05:00:683, 0, 107015, 13937, 958343, -61068, 160305, -30534, 
00:05:00:699, 0, 107500, 12218, 957500, 61068, 259542, -76335, 
00:05:00:710, 0, 107359, 13437, 957828, -61068, 305343, 175572, 
00:05:00:722, 0, 107265, 12218, 959609, -22900, 297710, 7633, 
00:05:00:734, 0, 106937, 11750, 959031, -68702, 603053, -114503, 
00:05:00:746, 0, 105843, 9609, 949328, -99236, 610687, -106870, 
00:05:00:761, 0, 105796, 11203, 955375, -61068, 412213, -7633, 
00:05:00:773, 0, 105937, 10109, 956687, -15267, 290076, 76335, 
00:05:00:785, 0, 107843, 10937, 954093, 83969, 183206, 15267, 
00:05:00:824, 0, 107375, 12140, 955984, 145038, -152671, 145038, 
00:05:00:835, 0, 106703, 12937, 958031, -38167, 53435, 167938, 
00:05:00:847, 0, 106750, 12171, 956953, 198473, 0, 137404, 
00:05:00:859, 0, 106281, 12343, 953171, -106870, 335877, 160305, 
00:05:00:871, 0, 107218, 9984, 956718, 0, 511450, -68702, 
00:05:00:886, 0, 106515, 10281, 955031, 76335, 587786, 61068, 
00:05:00:910, 0, 106265, 9765, 952828, 114503, 351145, 38167, 
00:05:00:921, 0, 105890, 11265, 957421, 15267, -53435, 91603, 
00:05:00:949, 0, 107031, 11656, 954328, 236641, -30534, 83969, 
00:05:00:960, 0, 106546, 11265, 956812, 145038, 190839, 0, 
00:05:00:972, 0, 107000, 11906, 957046, 45801, 198473, 22900, 
00:05:00:984, 0, 105671, 10656, 954890, -91603, 259542, 76335, 
00:05:00:996, 0, 106031, 11250, 955156, 175572, 549618, 83969, 
00:05:01:11, 0, 106562, 10812, 955500, 45801, 129771, -22900, 
00:05:01:23, 0, 106234, 11046, 953953, 7633, 190839, 145038, 
00:05:01:35, 0, 106609, 10593, 956250, 129771, 183206, 106870, 
00:05:01:46, 0, 106750, 10125, 953890, 213740, 91603, -22900, 
00:05:01:58, 0, 106156, 11734, 956390, 76335, 38167, 198473, 
00:05:01:74, 0, 106203, 11671, 956187, -53435, -15267, 53435, 
00:05:01:85, 0, 106593, 11562, 954046, 213740, 76335, 129771, 
00:05:01:97, 0, 106906, 11109, 955718, -7633, 328244, 91603, 
00:05:01:109, 0, 105875, 10546, 953312, 129771, 76335, -30534, 
00:05:01:121, 0, 106453, 9734, 953984, 122137, 160305, 190839, 
00:05:01:136, 0, 106796, 10593, 956000, 137404, -15267, 114503, 
00:05:01:148, 0, 106406, 9687, 953046, 152671, -99236, -76335, 
00:05:01:160, 0, 106406, 11953, 956343, 129771, -129771, 45801, 
00:05:01:171, 0, 106234, 10859, 955765, 221374, -45801, 45801, 
00:05:01:183, 0, 106640, 10312, 954968, 129771, 137404, 61068, 
00:05:01:199, 0, 106484, 11265, 956640, 152671, 259542, 114503, 
00:05:01:210, 0, 106968, 11234, 954781, -15267, 183206, 68702, 
00:05:01:222, 0, 106265, 10609, 955484, 145038, 167938, 38167, 
00:05:01:234, 0, 107375, 11265, 957046, 45801, 312977, 53435, 
00:05:01:246, 0, 106578, 11875, 957375, 76335, 511450, -68702, 
00:05:01:261, 0, 107359, 10812, 953906, 114503, 557252, -61068, 
00:05:01:273, 0, 107156, 8687, 955562, 53435, 335877, -30534, 
00:05:01:285, 0, 107000, 10046, 956109, -38167, 381679, 45801, 
00:05:01:296, 0, 106640, 10265, 954000, 99236, 412213, 45801, 
00:05:01:308, 0, 106531, 10578, 955406, -22900, 320610, -61068, 
00:05:01:324, 0, 105984, 9546, 954046, 53435, 61068, 122137, 
00:05:01:335, 0, 106609, 9703, 955750, 0, 282442, 152671, 
00:05:01:347, 3442, 106093, 10312, 955343, 22900, 53435, 0, 
00:05:01:359, 3429, 105843, 10031, 955062, 221374, -45801, 15267, 
00:05:01:371, 3426, 105781, 8906, 956484, 91603, 435114, 114503, 
00:05:01:386, 3426, 106875, 10500, 957671, -22900, 305343, 53435, 
00:05:01:398, 3426, 105546, 10125, 954000, -61068, 343511, 15267, 
00:05:01:410, 3426, 105765, 9906, 953546, 15267, 366412, 129771, 
00:05:01:421, 3426, 106656, 9156, 954890, 91603, 274809, 190839, 
00:05:01:460, 3426, 107015, 10593, 954703, 61068, 213740, -15267, 
00:05:01:472, 3426, 106984, 9703, 956515, 15267, 7633, 53435, 
00:05:01:484, 3426, 106265, 9750, 955812, -7633, 328244, 7633, 
00:05:01:496, 3426, 106109, 10234, 954843, -45801, 450381, 53435, 
00:05:01:511, 3426, 106734, 9281, 955218, 45801, 427481, 91603, 
00:05:01:523, 3426, 106421, 10265, 957218, 76335, 152671, 106870, 
00:05:01:535, 3426, 106203, 10046, 954859, 38167, 343511, 99236, 
00:05:01:546, 3426, 106359, 8625, 954468, 30534, -152671, 236641, 
00:05:01:574, 3426, 106046, 11031, 956125, 15267, 99236, 160305, 
00:05:01:585, 3426, 105500, 9359, 955703, 152671, 99236, 145038, 
00:05:01:597, 3426, 106375, 9359, 956093, -30534, -152671, 99236, 
00:05:01:609, 0, 106218, 10328, 957593, -53435, -91603, 137404, 
00:05:01:621, 0, 105625, 10000, 954828, 99236, -343511, 160305, 
00:05:01:636, 0, 106484, 10875, 954765, 0, -61068, 137404, 
00:05:01:648, 0, 105953, 9765, 954671, 91603, -129771, 259542, 
00:05:01:660, 0, 106843, 10593, 956921, 137404, 152671, 99236, 
00:05:01:683, 0, 105500, 9375, 955203, 99236, -22900, 45801, 
00:05:01:699, 0, 106390, 9843, 955203, 99236, 68702, 83969, 
00:05:01:710, 0, 105531, 10000, 956921, -68702, 76335, 145038, 
00:05:01:722, 0, 107015, 10312, 955921, 53435, 38167, 122137, 
00:05:01:734, 0, 105546, 10281, 955937, -7633, 68702, 145038, 
00:05:01:746, 0, 106640, 10375, 954765, 45801, -167938, 175572, 
00:05:01:761, 0, 106609, 10921, 955812, 190839, 114503, 83969, 
00:05:01:773, 0, 106312, 10609, 955625, -22900, -183206, 106870, 
00:05:01:785, 0, 105750, 10375, 954515, 53435, 61068, 53435, 
00:05:01:796, 0, 106625, 9687, 955843, 99236, 183206, 213740, 
00:05:01:812, 0, 105375, 10031, 953531, 221374, 137404, 0, 
00:05:01:824, 0, 106796, 9859, 953234, 0, -30534, 106870, 
00:05:01:835, 0, 106437, 9687, 956515, -99236, -229007, 229007, 
00:05:01:847, 0, 106500, 10515, 954484, -175572, -297710, 282442, 
00:05:01:859, 0, 106953, 12140, 956078, 68702, -198473, 183206, 
00:05:01:875, 0, 107421, 10796, 955328, 91603, -152671, 198473, 
00:05:01:886, 0, 105781, 11531, 954093, 183206, -137404, 45801, 
00:05:01:898, 0, 106593, 10281, 955125, 45801, 30534, 99236, 
00:05:01:910, 0, 106140, 10109, 955296, 175572, 38167, 251908, 
00:05:01:921, 0, 105718, 9718, 954812, 15267, 145038, 30534, 
00:05:01:937, 0, 106218, 9281, 954390, 83969, 83969, 129771, 
00:05:01:949, 0, 106156, 10312, 956109, 76335, -22900, 160305, 
00:05:01:960, 0, 106546, 11531, 955843, 83969, -83969, 129771, 
00:05:01:972, 0, 106640, 11421, 954906, -83969, -83969, 183206, 
00:05:01:984, 0, 106578, 10937, 955359, 183206, -53435, 213740, 
00:05:02:00, 0, 106250, 11171, 955609, -83969, 137404, 61068, 
00:05:02:11, 0, 106875, 10171, 956843, 99236, 129771, 61068, 
00:05:02:23, 0, 106296, 10312, 954140, -15267, 152671, 83969, 
00:05:02:35, 0, 106500, 11468, 955062, -22900, 236641, 7633, 
00:05:02:46, 0, 105953, 10937, 954718, 68702, 267175, 45801, 
00:05:02:62, 0, 106468, 11218, 955687, 76335, 221374, 38167, 
00:05:02:97, 0, 105937, 10359, 954640, 152671, 129771, -38167, 
00:05:02:109, 0, 106484, 12265, 955875, 122137, 244274, 30534, 
00:05:02:125, 0, 106734, 10625, 954812, -129771, 351145, 0, 
00:05:02:136, 0, 105921, 10234, 952984, 68702, 160305, 99236, 
00:05:02:148, 0, 105703, 10046, 951484, 7633, 76335, 91603, 
00:05:02:160, 0, 107203, 10531, 958265, 99236, 290076, 61068, 
00:05:02:171, 0, 105796, 10562, 956156, 167938, 167938, 76335, 
00:05:02:187, 0, 107578, 10734, 953187, 53435, 183206, 106870, 
00:05:02:199, 0, 106015, 11468, 955406, 7633, 152671, 183206, 
00:05:02:210, 0, 106546, 10828, 954921, 83969, 351145, 76335, 
00:05:02:234, 0, 107109, 10625, 954968, 351145, 290076, 22900, 
00:05:02:250, 0, 107250, 10515, 956796, 114503, -160305, 83969, 
00:05:02:261, 0, 106078, 10421, 956218, 91603, 320610, 152671, 
00:05:02:273, 0, 106937, 10640, 953625, -91603, 122137, 76335, 
00:05:02:285, 0, 106968, 9937, 955968, 68702, 106870, 22900, 
00:05:02:296, 0, 106343, 9859, 954609, -137404, 114503, 91603, 
00:05:02:312, 0, 106796, 10656, 954437, 175572, -198473, 167938, 
00:05:02:324, 0, 106390, 11187, 955296, 145038, 53435, 91603, 
00:05:02:335, 0, 107625, 12078, 956796, -15267, -206106, 198473, 
00:05:02:347, 3424, 106312, 11250, 955281, -152671, -15267, 106870, 
00:05:02:359, 3440, 107156, 10984, 958250, -76335, 183206, 122137, 
00:05:02:375, 3438, 106593, 10265, 956968, 68702, -30534, 129771, 
00:05:02:386, 3440, 106812, 10562, 954656, 15267, 259542, 45801, 
00:05:02:398, 3422, 105921, 10265, 957156, 15267, 267175, 30534, 
00:05:02:421, 3423, 106593, 10375, 955562, 30534, 435114, 38167, 
00:05:02:437, 3441, 106593, 10359, 953218, 145038, 145038, 0, 
00:05:02:449, 3423, 106140, 10250, 955328, 114503, 236641, 61068, 
00:05:02:460, 3421, 107140, 10734, 953218, -45801, 15267, 106870, 
00:05:02:472, 3419, 106531, 10328, 954703, 137404, 145038, 61068, 
00:05:02:484, 3438, 106546, 10625, 956140, -22900, 76335, 160305, 
00:05:02:500, 3423, 106250, 9421, 954921, -83969, 351145, 83969, 
00:05:02:511, 3438, 106078, 10453, 954953, 91603, 122137, -53435, 
00:05:02:523, 3423, 106562, 10500, 954609, 53435, 53435, 251908, 
00:05:02:535, 3440, 106875, 10281, 954968, 22900, 221374, 45801, 
00:05:02:546, 3437, 107906, 10828, 955156, -15267, 190839, 114503, 
00:05:02:562, 3437, 105875, 9578, 954156, -45801, 167938, 91603, 
00:05:02:574, 3437, 106125, 10015, 954843, 30534, 259542, 91603, 
00:05:02:585, 3437, 107140, 9984, 952812, 53435, 145038, -45801, 
00:05:02:597, 3437, 107562, 8906, 955406, 7633, -45801, 190839, 
00:05:02:609, 3437, 106703, 9828, 955171, 83969, 15267, 198473, 
00:05:02:625, 3437, 107531, 10000, 953265, 122137, 53435, 91603, 
00:05:02:636, 3437, 106687, 11500, 955687, 30534, 30534, 38167, 
00:05:02:648, 3437, 106375, 9859, 955140, 0, 91603, 38167, 
00:05:02:660, 3437, 106906, 9937, 956750, 15267, 129771, 106870, 
00:05:02:671, 0, 107156, 9437, 956781, 68702, 320610, 160305, 
00:05:02:687, 0, 106093, 9750, 955062, 15267, 114503, 61068, 
00:05:02:699, 0, 107031, 9968, 955984, 68702, 137404, 83969, 
00:05:02:734, 0, 106312, 10421, 954734, 53435, -206106, 45801, 
00:05:02:750, 0, 106109, 11203, 954875, -38167, -137404, 7633, 
00:05:02:761, 0, 107156, 9187, 955421, 76335, 45801, 114503, 
00:05:02:773, 0, 107343, 9281, 954015, 160305, 38167, 0, 
00:05:02:785, 0, 106468, 10375, 955937, -53435, 15267, 45801, 
00:05:02:796, 0, 106718, 9656, 956015, 198473, 137404, 15267, 
00:05:02:812, 0, 106859, 10265, 955203, -7633, 7633, 45801, 
00:05:02:824, 0, 106703, 10453, 955687, 38167, -221374, 122137, 
00:05:02:835, 0, 106546, 10093, 953906, -68702, -7633, 152671, 
00:05:02:847, 0, 105375, 10375, 955984, 15267, 15267, 175572, 
00:05:02:859, 0, 106312, 9937, 957343, 91603, 15267, 122137, 
00:05:02:886, 0, 106921, 10406, 955265, 68702, -53435, 114503, 
00:05:02:898, 0, 106484, 11453, 956625, 76335, -183206, 129771, 
00:05:02:910, 0, 106171, 11640, 955468, -22900, -129771, 183206, 
00:05:02:921, 0, 105953, 10062, 954609, -114503, -358778, 190839, 
00:05:02:937, 0, 106484, 9968, 953359, -106870, -282442, 145038, 
00:05:02:949, 0, 105625, 11734, 957734, 30534, -480916, 213740, 
00:05:02:960, 0, 104875, 11390, 955843, -30534, -190839, 83969, 
00:05:02:972, 0, 106500, 11703, 957734, -145038, -167938, 175572, 
00:05:02:984, 0, 106984, 12671, 955437, -99236, 0, 274809, 
00:05:03:00, 0, 106171, 11703, 957718, 91603, -76335, 7633, 
00:05:03:11, 0, 106140, 10750, 953625, 61068, 15267, 122137, 
00:05:03:23, 0, 106640, 10953, 951984, 106870, -38167, 68702, 
00:05:03:35, 0, 105406, 11546, 956265, 137404, -38167, 83969, 
00:05:03:46, 0, 105796, 10687, 954890, -99236, 167938, 83969, 
00:05:03:62, 0, 107484, 11718, 955250, 45801, 0, 83969, 
00:05:03:74, 0, 107281, 12187, 955218, 129771, 106870, 15267, 
00:05:03:85, 0, 105812, 11328, 957203, 7633, 175572, -22900, 
00:05:03:97, 0, 106171, 10671, 954859, 221374, 167938, 68702, 
00:05:03:109, 0, 107265, 10203, 954484, 122137, 366412, 206106, 
00:05:03:125, 0, 106218, 10984, 954390, 114503, 114503, -15267, 
00:05:03:136, 0, 107093, 11812, 955609, -15267, 22900, 145038, 
00:05:03:160, 0, 106625, 11687, 955187, 99236, -61068, -7633, 
00:05:03:175, 0, 106078, 11125, 954859, -15267, 267175, 137404, 
00:05:03:187, 0, 106000, 11781, 954359, 53435, 38167, 76335, 
00:05:03:199, 0, 107234, 10531, 955875, 122137, 99236, 45801, 
00:05:03:210, 0, 106687, 11921, 955781, -30534, -53435, 76335, 
00:05:03:222, 0, 106671, 10890, 956250, -7633, -38167, 76335, 
00:05:03:238, 0, 106328, 10875, 955250, 22900, -114503, 145038, 
00:05:03:250, 0, 106640, 11390, 956078, 137404, -229007, 229007, 
00:05:03:261, 0, 107000, 10140, 954296, 68702, 76335, 0, 
00:05:03:273, 0, 106968, 11984, 955062, 91603, 45801, 175572, 
00:05:03:285, 0, 106062, 10750, 958171, 0, -221374, 106870, 
00:05:03:300, 0, 107421, 11796, 953859, 152671, 91603, 0, 
00:05:03:312, 0, 106109, 10203, 955718, 0, 99236, 183206, 
00:05:03:324, 0, 106953, 11765, 956812, 30534, -76335, 76335, 
00:05:03:335, 3438, 105718, 10250, 955984, 76335, -76335, 61068, 
00:05:03:375, 3429, 106546, 12031, 954937, 167938, 22900, -22900, 
00:05:03:386, 3429, 106546, 11453, 955578, 30534, -76335, 7633, 
00:05:03:398, 3429, 106031, 11750, 953968, 76335, -152671, 137404, 
00:05:03:410, 3429, 107437, 10937, 954296, -145038, -61068, 129771, 
00:05:03:425, 3429, 105859, 11812, 956578, 61068, -38167, 7633, 
00:05:03:437, 3429, 106640, 13453, 954015, 160305, -137404, 190839, 
00:05:03:449, 3429, 106484, 12953, 956968, -137404, -30534, 30534, 
00:05:03:460, 3429, 107453, 12906, 954250, -7633, -53435, 129771, 
00:05:03:472, 3429, 107078, 12671, 953281, -137404, -122137, 137404, 
00:05:03:488, 3429, 106734, 11921, 955515, 106870, -45801, 45801, 
00:05:03:500, 3429, 108046, 10968, 956500, 129771, -213740, 198473, 
00:05:03:511, 3429, 106875, 12093, 955906, 99236, 61068, 137404, 
00:05:03:535, 3429, 106562, 12125, 954796, 122137, -366412, 160305, 
00:05:03:550, 3429, 105515, 12234, 954390, -122137, -221374, 99236, 
00:05:03:562, 3429, 106906, 11984, 953843, -30534, -267175, 175572, 
00:05:03:574, 0, 106640, 12921, 955859, 76335, -45801, 152671, 
00:05:03:585, 0, 106921, 11625, 956312, 22900, -282442, 122137, 
00:05:03:597, 0, 106703, 12828, 956359, 106870, -7633, 152671, 
00:05:03:613, 0, 107171, 12921, 957656, 91603, -91603, 91603, 
00:05:03:625, 0, 106593, 12796, 955515, -45801, -167938, 160305, 
00:05:03:636, 0, 107906, 11703, 956140, 198473, 99236, 7633, 
00:05:03:648, 0, 106218, 12343, 956703, 68702, -114503, 198473, 
00:05:03:660, 0, 106312, 11906, 955078, 61068, 114503, 30534, 
00:05:03:675, 0, 106328, 12062, 954750, 53435, 76335, 137404, 
00:05:03:687, 0, 105968, 12812, 956187, -22900, 22900, 76335, 
00:05:03:699, 0, 107640, 13281, 954921, 137404, 152671, 53435, 
00:05:03:710, 0, 106765, 11843, 956531, 160305, 167938, -22900, 
00:05:03:722, 0, 106531, 11453, 953937, 221374, 122137, 129771, 
00:05:03:738, 0, 106109, 11921, 956609, 68702, 236641, 38167, 
00:05:03:750, 0, 106562, 11859, 956187, -7633, 106870, 106870, 
00:05:03:761, 0, 105906, 12031, 956140, 30534, 259542, 53435, 
00:05:03:773, 0, 106703, 12296, 954281, -83969, 198473, 91603, 
00:05:03:785, 0, 105546, 11187, 954437, -68702, 7633, -83969, 
00:05:03:800, 0, 106187, 11812, 957421, 0, 358778, 76335, 
00:05:03:812, 0, 105812, 11546, 954937, -83969, 91603, 0, 
00:05:03:824, 0, 107265, 11984, 955656, 190839, 320610, 7633, 
00:05:03:835, 0, 107343, 13156, 953781, 91603, 244274, 22900, 
00:05:03:847, 0, 106796, 12062, 954718, 114503, -7633, 129771, 
00:05:03:863, 0, 105546, 12203, 956625, 99236, 206106, 61068, 
00:05:03:875, 0, 107484, 12343, 954000, 7633, 396946, -53435, 
00:05:03:925, 0, 106281, 11171, 955562, 7633, 76335, -22900, 
00:05:03:937, 0, 106375, 11500, 955453, -38167, 198473, 30534, 
00:05:03:949, 0, 106843, 11140, 955125, -61068, 221374, 198473, 
00:05:03:960, 0, 106125, 11312, 954812, 106870, 229007, 76335, 
00:05:03:972, 0, 106578, 11562, 956953, -22900, 122137, 15267, 
00:05:03:988, 0, 105968, 11750, 956796, 106870, 374045, 114503, 
00:05:04:00, 0, 106046, 11937, 954609, 91603, 145038, 61068, 
00:05:04:35, 0, 106171, 10265, 953250, 183206, 229007, -68702, 
00:05:04:50, 0, 106203, 10937, 953593, 91603, 213740, 183206, 
00:05:04:62, 0, 105937, 10703, 954640, -15267, 114503, 167938, 
00:05:04:74, 0, 105546, 12312, 955734, 61068, 30534, 30534, 
00:05:04:85, 0, 106984, 11593, 955562, 76335, 38167, 106870, 
00:05:04:97, 0, 105984, 9640, 955390, -68702, 22900, -68702, 
00:05:04:113, 0, 105828, 10828, 954875, -15267, 282442, 190839, 
00:05:04:125, 0, 106656, 10968, 955984, -206106, -160305, 61068, 
00:05:04:136, 0, 106687, 11953, 956296, -206106, 122137, 198473, 
00:05:04:148, 0, 106343, 11578, 954875, 175572, -366412, 122137, 
00:05:04:160, 0, 106703, 11546, 955859, -91603, -267175, 160305, 
00:05:04:175, 0, 105984, 11687, 956265, 15267, -76335, 114503, 
00:05:04:187, 0, 105875, 12171, 955218, 83969, -137404, -30534, 
00:05:04:210, 0, 107890, 12890, 956328, 53435, -152671, 114503, 
00:05:04:222, 0, 107515, 11281, 956343, -7633, 68702, 221374, 
00:05:04:238, 0, 105453, 10843, 955625, 129771, 53435, 145038, 
00:05:04:250, 0, 106062, 11578, 954812, 122137, -53435, 167938, 
00:05:04:261, 0, 106671, 11750, 955218, 22900, -183206, 152671, 
00:05:04:273, 0, 106734, 11437, 955937, 53435, -244274, 7633, 
00:05:04:285, 0, 106750, 12140, 957062, 53435, -221374, 183206, 
00:05:04:300, 0, 105906, 12296, 958296, -45801, -160305, 198473, 
00:05:04:312, 0, 106453, 11640, 955359, 15267, -267175, 76335, 
00:05:04:324, 0, 106890, 11953, 954437, 7633, -15267, 122137, 
00:05:04:335, 0, 106250, 12375, 955765, -76335, 137404, 114503, 
00:05:04:347, 0, 106734, 13078, 955546, 122137, 45801, 99236, 
00:05:04:363, 0, 106734, 12796, 954781, -76335, -190839, 122137, 
00:05:04:375, 0, 106500, 12359, 952437, -61068, -106870, 129771, 
00:05:04:386, 0, 106453, 17015, 970765, -61068, -145038, 30534, 
00:05:04:398, 0, 106828, 12343, 955000, -61068, -229007, 175572, 
00:05:04:410, 0, 106609, 13203, 952656, -145038, -114503, 129771, 
00:05:04:425, 0, 104687, 14546, 962750, -99236, -312977, 83969, 
00:05:04:437, 0, 106359, 13203, 955875, 0, -442748, 114503, 
00:05:04:449, 0, 106546, 13328, 955171, 190839, -167938, 206106, 
00:05:04:460, 0, 106562, 12937, 955218, -38167, -213740, 267175, 
00:05:04:472, 0, 106703, 12031, 954515, 83969, -167938, 160305, 
00:05:04:488, 0, 107359, 13062, 953500, 137404, -53435, 7633, 
00:05:04:500, 0, 106890, 13562, 955125, -53435, -45801, 160305, 
00:05:04:511, 0, 107156, 12734, 956265, -91603, -38167, 251908, 
00:05:04:523, 0, 106500, 13578, 956250, 22900, -343511, 244274, 
00:05:04:539, 0, 107000, 12421, 955703, 76335, -206106, 15267, 
00:05:04:550, 0, 106812, 13750, 956546, 114503, -206106, 99236, 
00:05:04:562, 0, 105968, 13531, 955390, -22900, -312977, 251908, 
00:05:04:574, 0, 107968, 14078, 955515, 68702, -274809, 45801, 
00:05:04:585, 0, 106703, 13296, 953437, 7633, 15267, 229007, 
00:05:04:601, 0, 107625, 14609, 953015, 22900, -129771, -83969, 
00:05:04:613, 0, 107234, 13828, 956781, -83969, 91603, 160305, 
00:05:04:625, 0, 107250, 13906, 953218, 61068, -68702, 61068, 
00:05:04:664, 0, 107343, 13625, 953093, 22900, -68702, 152671, 
00:05:04:687, 0, 106953, 13218, 955750, 76335, -30534, 30534, 
00:05:04:699, 0, 106484, 14000, 955171, 38167, -22900, 236641, 
00:05:04:710, 0, 107093, 14375, 956265, 15267, -122137, 45801, 
00:05:04:726, 0, 106875, 14109, 956171, 7633, 7633, -15267, 
00:05:04:738, 0, 106687, 14875, 957375, -61068, 61068, 45801, 
00:05:04:750, 0, 106765, 13406, 955250, -38167, 290076, 137404, 
00:05:04:761, 0, 107421, 13531, 954750, -175572, 213740, 38167, 
00:05:04:773, 0, 106484, 14140, 955734, 183206, 45801, 83969, 
00:05:04:789, 0, 107406, 13250, 955171, 53435, 198473, 53435, 
00:05:04:800, 0, 107921, 14343, 955015, 99236, 190839, 114503, 
00:05:04:812, 0, 107484, 15265, 956750, 53435, 76335, 7633, 
00:05:04:824, 0, 106203, 13468, 955156, 0, 320610, 114503, 
00:05:04:835, 0, 106937, 13828, 955031, 91603, 99236, -106870, 
00:05:04:851, 0, 106734, 13812, 954578, -15267, 389313, 99236, 
00:05:04:875, 0, 107781, 13796, 955312, 45801, 175572, 22900, 
00:05:04:886, 0, 108406, 12218, 954140, -251908, 160305, -15267, 
00:05:04:898, 0, 107015, 15875, 957406, -30534, -30534, 76335, 
00:05:04:914, 0, 107187, 13046, 954671, -229007, 335877, -38167, 
00:05:04:925, 0, 106703, 16312, 957671, -7633, 106870, 61068, 
00:05:04:937, 0, 107484, 13890, 954937, -38167, 167938, 15267, 
00:05:04:949, 0, 107890, 12796, 954718, 30534, -7633, 106870, 
00:05:04:960, 0, 109031, 11640, 954203, -45801, 7633, 99236, 
00:05:04:976, 0, 106265, 15156, 962359, 53435, 61068, 91603, 
00:05:04:988, 0, 106843, 11000, 957375, -38167, -114503, 198473, 
00:05:05:00, 0, 107968, 12171, 958703, -175572, 106870, 45801, 
00:05:05:11, 0, 106296, 15000, 952578, 145038, 53435, 99236, 
00:05:05:23, 0, 107156, 14671, 953906, 282442, 152671, -15267, 
00:05:05:39, 0, 105265, 16234, 949968, 167938, -91603, 229007, 
00:05:05:50, 0, 107828, 12921, 954453, 91603, -419847, 152671, 
00:05:05:62, 0, 106609, 13250, 950968, 15267, -419847, 282442, 
00:05:05:74, 0, 106296, 17250, 960937, 15267, -305343, 152671, 
00:05:05:85, 0, 108125, 14437, 957281, -114503, -290076, 229007, 
00:05:05:101, 0, 107421, 13703, 955187, 0, -68702, 190839, 
00:05:05:113, 0, 106703, 8828, 946187, 106870, -61068, 122137, 
00:05:05:125, 0, 107171, 15937, 959000, -7633, -145038, 160305, 
00:05:05:136, 0, 115296, 17953, 927187, -183206, -274809, 312977, 
00:05:05:148, 0, 107843, 16171, 954015, -22900, -198473, 129771, 
00:05:05:164, 0, 107656, 15906, 953640, -183206, 0, 38167, 
00:05:05:175, 0, 107875, 15656, 957843, -129771, 206106, 122137, 
00:05:05:187, 0, 107890, 14484, 944828, -244274, 335877, -38167, 
00:05:05:199, 0, 109046, 31453, 981093, 45801, 442748, 137404, 
00:05:05:210, 0, 107250, 11468, 948609, 190839, 748091, -122137, 
00:05:05:226, 0, 107859, 13109, 956000, -38167, 442748, 0, 
00:05:05:238, 0, 107828, 13781, 953453, -53435, 145038, 45801, 
00:05:05:250, 0, 107593, 13875, 958078, 61068, -145038, 99236, 
00:05:05:261, 0, 107906, 12781, 954531, 122137, -68702, 183206, 
00:05:05:300, 0, 108015, 15390, 955765, 145038, -259542, 137404, 
