Date, Datalogger Freq, Accelerometer X Axis, Accelerometer Y Axis, Accelerometer Z Axis, Gyroscope X Axis, Gyroscope Y Axis, Gyroscope Z Axis, 

00:05:00:250, 0, -92156, -118968, 992828, -22900, -305343, -30534, ,
00:05:00:261, 0, -92218, -120218, 990609, -152671, -152671, -15267, 
00:05:00:273, 0, -91562, -120984, 990812, -76335, 91603, 53435, 
00:05:00:285, 0, -92328, -119265, 992109, 22900, -198473, -45801, 
00:05:00:300, 0, -91359, -120187, 991031, 30534, -45801, 53435, 
00:05:00:312, 0, -91921, -120000, 990437, -15267, 99236, -76335, 
00:05:00:324, 0, -91312, -121062, 989625, -183206, -91603, 61068, 
00:05:00:335, 0, -90531, -119703, 991156, 7633, -305343, -99236, 
00:05:00:347, 0, -91515, -119843, 991718, -76335, 15267, 61068, 
00:05:00:363, 0, -91250, -119843, 989578, 160305, -7633, 15267, 
00:05:00:375, 0, -91781, -120437, 991421, 22900, 106870, 53435, 
00:05:00:386, 0, -92171, -118812, 990750, -83969, -404580, 122137, 
00:05:00:398, 0, -91734, -120078, 990937, 38167, 38167, -61068, 
00:05:00:410, 0, -91828, -119375, 990875, 114503, 198473, -99236, 
00:05:00:425, 0, -92421, -121203, 991421, 68702, 175572, 15267, 
00:05:00:437, 0, -92593, -120390, 990453, -106870, 366412, 7633, 
00:05:00:449, 0, -91031, -120046, 991078, 99236, 229007, -30534, 
00:05:00:460, 0, -93781, -119843, 991953, -145038, 793893, 45801, 
00:05:00:472, 0, -92406, -120093, 989562, -206106, 648855, 7633, 
00:05:00:488, 0, -91234, -121796, 989437, 61068, 297710, 129771, 
00:05:00:500, 0, -92171, -121453, 988781, -22900, 511450, -76335, 
00:05:00:511, 0, -92328, -121843, 988984, -160305, 175572, -114503, 
00:05:00:523, 0, -91078, -122640, 989546, -183206, 76335, -15267, 
00:05:00:535, 0, -91375, -121640, 988546, -22900, -145038, 15267, 
00:05:00:550, 0, -92281, -121765, 989093, -259542, -458015, 137404, 
00:05:00:562, 0, -91859, -120218, 991765, -206106, -801526, 61068, 
00:05:00:574, 0, -92718, -120984, 989156, 15267, -503816, 0, 
00:05:00:585, 0, -92187, -121000, 990640, -61068, -770992, 38167, 
00:05:00:597, 0, -91453, -120171, 992296, -53435, -984733, -99236, 
00:05:00:613, 0, -92406, -120203, 992125, 38167, -1022901, 7633, 
00:05:00:625, 0, -92984, -120906, 990484, -282442, -839694, 22900, 
00:05:00:636, 0, -92187, -118312, 990671, -137404, -1183206, -122137, 
00:05:00:648, 0, -92250, -119703, 989859, -22900, -458015, -15267, 
00:05:00:660, 0, -92265, -119953, 990046, -99236, -1061069, -99236, 
00:05:00:675, 0, -92046, -119937, 990843, -45801, -1000000, 114503, 
00:05:00:687, 0, -92359, -117968, 991375, 53435, -816794, 53435, 
00:05:00:699, 0, -92078, -120078, 989031, 244274, -877862, -76335, 
00:05:00:710, 0, -91578, -119281, 990890, -61068, -679389, -68702, 
00:05:00:722, 0, -92031, -118687, 990984, -152671, -1000000, 61068, 
00:05:00:738, 0, -91890, -118125, 991484, 114503, -763359, -38167, 
00:05:00:750, 0, -91796, -117390, 990156, -229007, -648855, -190839, 
00:05:00:761, 0, -91578, -118046, 991546, -175572, -580152, 30534, 
00:05:00:773, 0, -92421, -117234, 991718, -53435, -526717, -53435, 
00:05:00:785, 0, -92656, -117500, 991640, -183206, -541984, -61068, 
00:05:00:800, 0, -91828, -116500, 991750, -236641, -122137, -91603, 
00:05:00:812, 0, -92312, -115078, 993421, 91603, -137404, 7633, 
00:05:00:824, 0, -91968, -116500, 992609, -167938, 358778, 7633, 
00:05:00:847, 0, -92328, -118796, 991203, -129771, 541984, -30534, 
00:05:00:863, 0, -91484, -117781, 992171, 152671, 778626, -45801, 
00:05:00:886, 0, -91859, -118156, 989093, -53435, 709923, 30534, 
00:05:00:898, 0, -91890, -118484, 990453, 30534, 526717, -83969, 
00:05:00:910, 0, -91859, -117937, 991812, -68702, 145038, -38167, 
00:05:00:937, 0, -91906, -119531, 989437, 61068, 274809, 76335, 
00:05:00:949, 0, -92171, -118843, 989421, -99236, 61068, 160305, 
00:05:00:960, 0, -91718, -119421, 990531, -7633, 305343, -38167, 
00:05:00:972, 0, -91109, -119546, 992015, -99236, 206106, 45801, 
00:05:00:988, 0, -92093, -118125, 990187, -99236, -183206, 30534, 
00:05:01:00, 0, -91781, -118328, 990203, 15267, 76335, 114503, 
00:05:01:11, 0, -92171, -118375, 990750, -137404, -106870, 114503, 
00:05:01:23, 0, -92812, -119484, 990937, 183206, 412213, 7633, 
00:05:01:35, 0, -92375, -119312, 989453, -61068, -267175, 0, 
00:05:01:50, 0, -91656, -120265, 988625, -15267, -427481, 38167, 
00:05:01:62, 0, -91859, -119515, 991000, 30534, -213740, -137404, 
00:05:01:74, 0, -91609, -118218, 990234, -175572, -824427, -160305, 
00:05:01:85, 0, -92906, -120265, 990265, -22900, -725191, 22900, 
00:05:01:97, 0, -91687, -118593, 989687, -251908, -648855, 83969, 
00:05:01:113, 0, -92015, -118859, 991671, -114503, -900763, -129771, 
00:05:01:125, 0, -92562, -119046, 989562, 0, -870229, 22900, 
00:05:01:136, 0, -92281, -117625, 990968, -320610, -1435114, -129771, 
00:05:01:148, 0, -92000, -118546, 988562, -22900, -1366412, -91603, 
00:05:01:160, 0, -92500, -117234, 992078, -137404, -1328244, -167938, 
00:05:01:175, 0, -91640, -116890, 990531, 30534, -1366412, -190839, 
00:05:01:187, 0, -91359, -116093, 991968, -290076, -1259542, -106870, 
00:05:01:199, 0, -93140, -116515, 992562, -61068, -1045801, -152671, 
00:05:01:210, 0, -91250, -115625, 991375, -106870, -1534351, -251908, 
00:05:01:226, 0, -91734, -117656, 988343, -160305, -1351145, -106870, 
00:05:01:238, 0, -92437, -114562, 990437, 30534, -1259542, -137404, 
00:05:01:250, 0, -91609, -114343, 991656, -251908, -1244275, -91603, 
00:05:01:261, 0, -91046, -112406, 994390, 129771, -816794, -145038, 
00:05:01:273, 0, -91234, -113234, 992390, -76335, -1160305, -106870, 
00:05:01:289, 0, -92109, -114375, 994031, 30534, -687023, -30534, 
00:05:01:300, 0, -92609, -114250, 991609, 76335, -1045801, -76335, 
00:05:01:312, 0, -92265, -114187, 992234, -198473, -885496, 0, 
00:05:01:324, 0, -92015, -113203, 991687, -114503, -1167939, -221374, 
00:05:01:335, 0, -93078, -113125, 991671, -15267, -839694, 30534, 
00:05:01:351, 0, -91296, -112515, 991812, -38167, -679389, -76335, 
00:05:01:363, 0, -92937, -113203, 991593, -30534, -435114, -129771, 
00:05:01:375, 3426, -92781, -112421, 993062, -38167, -656488, 83969, 
00:05:01:386, 3426, -93281, -112593, 991671, 68702, -22900, -129771, 
00:05:01:398, 3426, -92843, -112765, 992046, -22900, -160305, -76335, 
00:05:01:414, 3426, -91953, -112125, 992093, -30534, -106870, 38167, 
00:05:01:425, 3426, -93015, -112437, 994046, 22900, 290076, 15267, 
00:05:01:437, 3426, -91671, -112078, 993343, -83969, 709923, 30534, 
00:05:01:460, 3426, -92250, -111359, 994453, 7633, 1458015, -53435, 
00:05:01:476, 3426, -91703, -112281, 993703, -7633, 1603053, 15267, 
00:05:01:488, 3426, -91328, -113828, 992281, -297710, 1961832, 175572, 
00:05:01:500, 3426, -91531, -114718, 991390, -61068, 2557252, 129771, 
00:05:01:511, 3426, -92484, -115890, 991875, 175572, 2664122, 145038, 
00:05:01:523, 3426, -92421, -116703, 990281, -76335, 2534351, 190839, 
00:05:01:539, 3426, -92046, -118375, 989921, -114503, 2473283, 137404, 
00:05:01:550, 3426, -93218, -118609, 989906, 45801, 2396947, 91603, 
00:05:01:574, 3426, -91796, -120656, 990000, 61068, 2061069, 229007, 
00:05:01:585, 3426, -92000, -120718, 989859, -53435, 1580153, -106870, 
00:05:01:601, 0, -91343, -119500, 989062, 15267, 1198473, 53435, 
00:05:01:613, 0, -93187, -120390, 989796, -7633, 893130, 99236, 
00:05:01:625, 0, -92875, -120671, 988546, 152671, 839694, 61068, 
00:05:01:636, 0, -91890, -120109, 989468, -15267, 297710, -129771, 
00:05:01:664, 0, -91750, -119562, 988937, -160305, 152671, -30534, 
00:05:01:675, 0, -92734, -119875, 990890, -83969, 53435, -45801, 
00:05:01:687, 0, -92343, -120437, 990609, -167938, -30534, -38167, 
00:05:01:699, 0, -92359, -119328, 990109, 22900, -30534, 53435, 
00:05:01:710, 0, -91500, -119578, 990328, -152671, -473282, -91603, 
00:05:01:726, 0, -92500, -120062, 990031, -122137, -618320, -53435, 
00:05:01:738, 0, -92281, -119250, 992671, 91603, -618320, 22900, 
00:05:01:750, 0, -91953, -118828, 990953, -229007, -984733, -38167, 
00:05:01:761, 0, -92250, -119140, 990281, -229007, -694656, -83969, 
00:05:01:773, 0, -91343, -118203, 990453, -106870, -809160, 91603, 
00:05:01:789, 0, -90609, -118500, 990812, 22900, -1267175, -91603, 
00:05:01:800, 0, -92500, -118093, 990546, 61068, -839694, -114503, 
00:05:01:812, 0, -90656, -118109, 991875, -183206, -1076336, -137404, 
00:05:01:824, 0, -92000, -116984, 991484, 76335, -885496, -137404, 
00:05:01:835, 0, -91718, -116484, 991093, -320610, -1412214, 38167, 
00:05:01:851, 0, -92500, -115484, 991921, -68702, -1229007, 114503, 
00:05:01:863, 0, -92031, -115843, 991671, -145038, -992366, -198473, 
00:05:01:875, 0, -92328, -116390, 990937, -91603, -1000000, -83969, 
00:05:01:886, 0, -92125, -115171, 991062, -22900, -351145, -15267, 
00:05:01:898, 0, -91828, -116703, 992343, 0, -503816, -45801, 
00:05:01:914, 0, -92687, -116015, 991781, 22900, -99236, 22900, 
00:05:01:925, 0, -92281, -116375, 992031, -22900, -236641, 53435, 
00:05:01:937, 0, -92593, -115937, 992421, 45801, 297710, -68702, 
00:05:01:949, 0, -91234, -114921, 992312, -152671, 167938, -83969, 
00:05:01:960, 0, -91828, -116015, 991750, -61068, 335877, -91603, 
00:05:01:976, 0, -92703, -115906, 990984, -22900, 450381, 76335, 
00:05:01:988, 0, -91656, -116625, 990765, 15267, 450381, 15267, 
00:05:02:00, 0, -93265, -117250, 991859, -106870, 900763, 15267, 
00:05:02:11, 0, -92296, -116812, 991875, -38167, 717557, 114503, 
00:05:02:23, 0, -92109, -117140, 991718, -91603, 564885, 7633, 
00:05:02:39, 0, -91562, -117015, 991468, 45801, 709923, 129771, 
00:05:02:50, 0, -92515, -117500, 990046, -190839, 587786, 22900, 
00:05:02:74, 0, -92234, -117000, 991593, 22900, 389313, -7633, 
00:05:02:85, 0, -93781, -118546, 990640, -68702, 717557, 122137, 
00:05:02:101, 0, -92453, -117703, 989203, -76335, 633587, 7633, 
00:05:02:113, 0, -91828, -118765, 991828, -53435, 732824, 45801, 
00:05:02:125, 0, -92515, -117390, 992468, 129771, 862595, 45801, 
00:05:02:136, 0, -93062, -117734, 992484, -137404, 412213, 45801, 
00:05:02:148, 0, -92250, -118156, 990671, 30534, 770992, 259542, 
00:05:02:164, 0, -92093, -118515, 990515, 30534, 977099, 76335, 
00:05:02:175, 0, -92328, -118515, 989734, -91603, 473282, 45801, 
00:05:02:187, 0, -92531, -119593, 991156, -53435, 641221, -38167, 
00:05:02:199, 0, -91640, -117968, 991187, -152671, 847328, 122137, 
00:05:02:210, 0, -92046, -118859, 991125, 99236, 633587, 76335, 
00:05:02:226, 0, -91875, -118187, 991406, 7633, 709923, -175572, 
00:05:02:238, 0, -92453, -119171, 991328, -175572, 580152, 61068, 
00:05:02:261, 0, -91781, -119640, 990921, -114503, 442748, 91603, 
00:05:02:273, 0, -92593, -119156, 991453, -106870, 183206, -99236, 
00:05:02:289, 0, -91640, -118781, 990781, -99236, 320610, 7633, 
00:05:02:300, 0, -91875, -119281, 991437, 45801, 534351, 53435, 
00:05:02:312, 0, -92562, -119000, 992875, 7633, 374045, 45801, 
00:05:02:324, 0, -92890, -119515, 991546, -152671, 435114, -22900, 
00:05:02:335, 0, -91812, -118031, 991718, -198473, 679389, 167938, 
00:05:02:351, 0, -92187, -119171, 991156, -91603, 1175572, 91603, 
00:05:02:363, 3423, -93000, -120234, 990484, 15267, 1152672, 91603, 
00:05:02:386, 3437, -91921, -120750, 989171, 45801, 1442748, 15267, 
00:05:02:398, 3438, -92203, -121046, 989171, 152671, 1137404, 38167, 
00:05:02:414, 3423, -91718, -120890, 989703, -38167, 1038168, 137404, 
00:05:02:425, 3423, -92281, -122265, 988859, -312977, 801526, -45801, 
00:05:02:437, 3427, -91828, -121484, 990031, 152671, 931297, 61068, 
00:05:02:449, 3437, -91906, -121937, 990562, 83969, 793893, 61068, 
00:05:02:460, 3423, -92375, -122312, 990500, -22900, 908397, 30534, 
00:05:02:476, 3423, -92500, -123125, 989984, -106870, 702290, 106870, 
00:05:02:488, 3438, -92250, -123140, 990390, -99236, 427481, 83969, 
00:05:02:500, 3423, -91578, -124015, 988765, -15267, 221374, 61068, 
00:05:02:511, 3425, -91734, -122578, 989062, 61068, -22900, -190839, 
00:05:02:523, 3438, -91890, -121968, 991234, 61068, 160305, -22900, 
00:05:02:539, 3423, -91890, -121468, 990093, -83969, 145038, 7633, 
00:05:02:550, 3421, -91359, -122156, 991703, -30534, 274809, -7633, 
00:05:02:562, 3421, -92890, -121281, 991093, -76335, -175572, 38167, 
00:05:02:574, 3421, -92234, -122203, 991750, -160305, -7633, 7633, 
00:05:02:589, 3421, -92187, -121921, 990046, 91603, -53435, 38167, 
00:05:02:601, 3421, -91296, -122078, 991125, -30534, 389313, -22900, 
00:05:02:613, 3421, -92000, -121406, 993328, -61068, -99236, 152671, 
00:05:02:625, 3421, -92875, -123109, 990687, 91603, 412213, -68702, 
00:05:02:636, 3421, -91781, -122171, 990296, -7633, 396946, 99236, 
00:05:02:652, 3421, -92390, -123046, 989968, -167938, 358778, 145038, 
00:05:02:664, 3421, -91859, -123515, 990234, -236641, 320610, -15267, 
00:05:02:699, 3421, -91859, -122484, 991250, -68702, 381679, 53435, 
00:05:02:714, 3421, -92015, -123890, 990046, -137404, 145038, 22900, 
00:05:02:726, 0, -91390, -123890, 989625, -76335, 213740, -106870, 
00:05:02:738, 0, -91078, -123484, 990281, 7633, 61068, 15267, 
00:05:02:750, 0, -91578, -123578, 989484, -68702, 61068, 22900, 
00:05:02:761, 0, -92765, -122906, 990125, -68702, 190839, -137404, 
00:05:02:777, 0, -90812, -122062, 989187, -137404, 259542, 167938, 
00:05:02:789, 0, -91968, -124062, 990500, -114503, -381679, -99236, 
00:05:02:800, 0, -92062, -123203, 990812, 15267, -38167, 22900, 
00:05:02:812, 0, -91921, -121875, 991609, 30534, -83969, 45801, 
00:05:02:824, 0, -91890, -122078, 990171, -290076, -183206, -45801, 
00:05:02:839, 0, -93390, -122125, 990468, 106870, -76335, -122137, 
00:05:02:851, 0, -91765, -121875, 990421, 68702, -137404, 76335, 
00:05:02:863, 0, -91500, -123171, 991765, -76335, 83969, 68702, 
00:05:02:875, 0, -92093, -123578, 990609, -45801, -68702, -15267, 
00:05:02:886, 0, -91734, -122812, 991625, -68702, 22900, 22900, 
00:05:02:902, 0, -92062, -123109, 989015, -114503, -22900, -53435, 
00:05:02:914, 0, -91203, -122109, 990953, -53435, -213740, 15267, 
00:05:02:925, 0, -91750, -123000, 989687, 30534, -366412, -91603, 
00:05:02:937, 0, -91234, -123515, 989796, -152671, -541984, -15267, 
00:05:02:964, 0, -92546, -124078, 991390, -38167, -1030534, -61068, 
00:05:02:976, 0, -91718, -123109, 989984, -45801, -694656, -91603, 
00:05:02:988, 0, -91843, -121703, 991109, -129771, -1160305, -45801, 
00:05:03:00, 0, -92250, -121421, 991062, -198473, -801526, -91603, 
00:05:03:11, 0, -91843, -121500, 991375, -145038, -702290, 53435, 
00:05:03:27, 0, -91968, -120390, 991265, -137404, -793893, 7633, 
00:05:03:39, 0, -92453, -121343, 991328, -160305, -282442, -83969, 
00:05:03:50, 0, -91578, -119546, 991640, -91603, -351145, 114503, 
00:05:03:62, 0, -91500, -119421, 992093, -99236, -160305, -145038, 
00:05:03:74, 0, -92078, -120765, 991562, -61068, 221374, -22900, 
00:05:03:89, 0, -91828, -120859, 991109, -167938, 198473, 122137, 
00:05:03:113, 0, -92109, -121921, 990640, -30534, 458015, 106870, 
00:05:03:125, 0, -91562, -122750, 990640, -129771, 312977, -167938, 
00:05:03:136, 0, -92046, -122109, 988859, -61068, 374045, 122137, 
00:05:03:152, 0, -92093, -121812, 991281, -61068, 450381, 213740, 
00:05:03:164, 0, -92218, -123078, 990406, -99236, 91603, 7633, 
00:05:03:175, 0, -92203, -122218, 989953, -83969, 419847, -61068, 
00:05:03:187, 0, -92343, -123078, 990031, -167938, 30534, -7633, 
00:05:03:199, 0, -91562, -122015, 989343, -45801, -68702, -7633, 
00:05:03:214, 0, -93343, -122328, 989468, -114503, -175572, -15267, 
00:05:03:226, 0, -91875, -122531, 990187, -160305, -267175, -68702, 
00:05:03:238, 0, -92531, -121703, 989562, 83969, -259542, -68702, 
00:05:03:250, 0, -92125, -121515, 989187, -183206, -320610, 15267, 
00:05:03:261, 0, -92406, -121218, 991171, -61068, -412213, -91603, 
00:05:03:277, 0, -90937, -121015, 991953, 30534, -251908, -99236, 
00:05:03:312, 0, -91937, -120828, 991296, -244274, -99236, -99236, 
00:05:03:324, 0, -91593, -121515, 991375, -175572, -473282, -137404, 
00:05:03:339, 3424, -91828, -121062, 989671, 22900, -465648, 76335, 
00:05:03:351, 3424, -91906, -120500, 988921, -190839, -450381, 45801, 
00:05:03:363, 3422, -92359, -120328, 990843, -190839, -549618, -30534, 
00:05:03:375, 3423, -92312, -119390, 989390, 15267, -389313, -183206, 
00:05:03:386, 3423, -92375, -121125, 990468, -45801, -541984, -38167, 
00:05:03:402, 3423, -91859, -121140, 991609, -45801, -412213, -7633, 
00:05:03:414, 3423, -92109, -121265, 989921, -259542, -641221, 7633, 
00:05:03:425, 3423, -91515, -120406, 988421, -183206, -335877, 0, 
00:05:03:437, 3423, -92312, -120265, 990343, 15267, -91603, 7633, 
00:05:03:449, 3423, -91859, -118796, 991531, 251908, -129771, -53435, 
00:05:03:464, 3423, -92000, -119234, 992921, -61068, -236641, 106870, 
00:05:03:476, 3423, -92000, -120531, 990140, -236641, -183206, -15267, 
00:05:03:488, 3423, -92109, -119734, 990968, -76335, -267175, -45801, 
00:05:03:500, 3423, -92265, -118750, 992515, 61068, 38167, 0, 
00:05:03:511, 3423, -92281, -119250, 991125, -267175, -213740, -7633, 
00:05:03:527, 3423, -92109, -120593, 990328, -145038, 213740, 76335, 
00:05:03:539, 3423, -92187, -120031, 991984, -190839, -99236, -15267, 
00:05:03:550, 3423, -92140, -120781, 989890, 22900, 251908, 91603, 
00:05:03:562, 0, -91781, -120203, 991015, 45801, 251908, 15267, 
00:05:03:574, 0, -92906, -120421, 989203, -83969, 22900, 145038, 
00:05:03:589, 0, -92734, -121484, 991171, 0, -183206, -45801, 
00:05:03:601, 0, -92921, -119265, 991140, -358778, -7633, -61068, 
00:05:03:613, 0, -91937, -120125, 990343, -61068, 30534, 53435, 
00:05:03:625, 0, -92078, -120375, 990359, 45801, -358778, -22900, 
00:05:03:636, 0, -92312, -119562, 990750, -38167, -587786, -145038, 
00:05:03:664, 0, -91953, -119921, 990218, -106870, -778626, 68702, 
00:05:03:675, 0, -92015, -120046, 990687, -244274, -595420, 0, 
00:05:03:687, 0, -93046, -118078, 988796, -183206, -839694, 68702, 
00:05:03:699, 0, -92218, -118609, 991843, -91603, -412213, -45801, 
00:05:03:714, 0, -92781, -118171, 992531, 61068, -465648, 61068, 
00:05:03:726, 0, -92187, -117000, 991968, -160305, -358778, -167938, 
00:05:03:738, 0, -93531, -117437, 991203, 45801, -297710, 91603, 
00:05:03:750, 0, -91656, -117593, 992140, -53435, 91603, -229007, 
00:05:03:761, 0, -92843, -118625, 992171, -198473, 412213, 83969, 
00:05:03:777, 0, -92234, -119437, 989765, -53435, 297710, 0, 
00:05:03:789, 0, -91859, -118531, 991265, -38167, 282442, 22900, 
00:05:03:800, 0, -92515, -117828, 992656, -22900, 557252, 76335, 
00:05:03:812, 0, -92000, -120125, 990687, -7633, 328244, -7633, 
00:05:03:824, 0, -91593, -118250, 991812, -229007, 786259, -30534, 
00:05:03:875, 0, -91609, -120953, 990687, -61068, 595420, 145038, 
00:05:03:886, 0, -92250, -120453, 989750, -145038, 931297, 0, 
00:05:03:902, 0, -91781, -121359, 991375, -45801, 847328, 190839, 
00:05:03:937, 0, -91921, -120734, 992593, -76335, 1114504, 38167, 
00:05:03:953, 0, -92343, -120406, 991703, -22900, 1320611, 175572, 
00:05:03:964, 0, -91750, -121578, 991046, -68702, 1152672, 61068, 
00:05:03:976, 0, -91765, -122218, 991093, -91603, 1099236, 38167, 
00:05:03:988, 0, -91718, -122296, 990640, -61068, 1572519, -30534, 
00:05:04:00, 0, -91859, -122187, 989718, 22900, 1335878, 83969, 
00:05:04:15, 0, -91703, -122171, 990531, 76335, 1129771, 152671, 
00:05:04:27, 0, -91921, -123140, 990890, 61068, 1572519, -30534, 
00:05:04:39, 0, -91875, -123125, 990312, 114503, 1068702, 83969, 
00:05:04:50, 0, -92375, -122906, 990546, 99236, 954198, 76335, 
00:05:04:62, 0, -91625, -123406, 990234, 68702, 992366, 0, 
00:05:04:78, 0, -92078, -123671, 990093, 61068, 969465, 38167, 
00:05:04:89, 0, -92390, -123312, 990359, -45801, 1206107, 53435, 
00:05:04:101, 0, -92343, -125140, 989359, 114503, 954198, -38167, 
00:05:04:113, 0, -92015, -125281, 989953, -91603, 709923, 83969, 
00:05:04:125, 0, -92453, -124890, 989968, -175572, 595420, 167938, 
00:05:04:140, 0, -91609, -125156, 989484, 38167, 274809, -68702, 
00:05:04:152, 0, -91406, -125421, 987687, 99236, 290076, 30534, 
00:05:04:164, 0, -90328, -124906, 989031, -30534, -15267, -38167, 
00:05:04:175, 0, -92750, -125078, 990625, -229007, -503816, 7633, 
00:05:04:187, 0, -92390, -124281, 988656, -122137, -671755, -114503, 
00:05:04:203, 0, -92390, -123703, 989890, -22900, -801526, -30534, 
00:05:04:214, 0, -92890, -124421, 990234, -91603, -1022901, -137404, 
00:05:04:226, 0, -92265, -123078, 991093, -145038, -916030, -30534, 
00:05:04:238, 0, -92875, -123484, 991250, -30534, -954198, -106870, 
00:05:04:250, 0, -91796, -122937, 991093, -259542, -1030534, 7633, 
00:05:04:265, 0, -91875, -122937, 991406, -175572, -656488, -53435, 
00:05:04:277, 0, -92578, -121671, 991953, -45801, -870229, -15267, 
00:05:04:289, 0, -91812, -122265, 991125, -83969, -549618, 0, 
00:05:04:300, 0, -91671, -121875, 991312, 38167, -625954, -91603, 
00:05:04:312, 0, -92531, -122046, 989406, -290076, -961832, -53435, 
00:05:04:328, 0, -92171, -121796, 991125, -45801, -572519, 22900, 
00:05:04:339, 3424, -91656, -122234, 990296, 38167, -694656, 76335, 
00:05:04:351, 3437, -92625, -121640, 991171, -282442, -503816, -183206, 
00:05:04:363, 3424, -92484, -121875, 989671, -122137, -389313, 114503, 
00:05:04:390, 3424, -91843, -122687, 990296, 91603, -671755, -106870, 
00:05:04:402, 3424, -92312, -121703, 989312, -145038, -946565, 30534, 
00:05:04:414, 3424, -92921, -121906, 989203, -221374, -1328244, 68702, 
00:05:04:425, 3424, -92156, -121875, 990890, 83969, -1198473, 45801, 
00:05:04:437, 3424, -91921, -120718, 989484, -282442, -1259542, 38167, 
00:05:04:453, 3424, -91406, -121296, 987734, -38167, -1366412, 22900, 
00:05:04:464, 3424, -92359, -120281, 990593, 7633, -1534351, -53435, 
00:05:04:476, 3424, -92171, -119328, 991281, -297710, -1633588, 15267, 
00:05:04:488, 3424, -92234, -118500, 990875, -328244, -1519084, -99236, 
00:05:04:500, 3424, -92656, -118484, 991265, -213740, -1389313, -167938, 
00:05:04:539, 3424, -91843, -118546, 989437, -129771, -770992, -68702, 
00:05:04:550, 3424, -93140, -115296, 995609, -167938, -885496, 145038, 
00:05:04:562, 3424, -92109, -118109, 991093, -206106, -1282443, 0, 
00:05:04:578, 3424, -91906, -116328, 992765, -343511, -1236641, -114503, 
00:05:04:589, 0, -92296, -115921, 991093, -175572, -1175572, -7633, 
00:05:04:601, 0, -92234, -116296, 991750, -221374, -1068702, -99236, 
00:05:04:613, 0, -92328, -116109, 993750, -152671, -1122137, -53435, 
00:05:04:640, 0, -91703, -116968, 990671, -99236, -221374, 0, 
00:05:04:652, 0, -91921, -115640, 991921, 0, -236641, -106870, 
00:05:04:664, 0, -92468, -117015, 990765, -137404, -213740, -30534, 
00:05:04:675, 0, -92000, -117218, 991156, -68702, -45801, -106870, 
00:05:04:687, 0, -93000, -116593, 991078, -137404, 229007, -45801, 
00:05:04:703, 0, -91890, -116015, 991312, -83969, 99236, -22900, 
00:05:04:714, 0, -92671, -116093, 991890, -45801, 38167, 30534, 
00:05:04:726, 0, -92046, -116750, 990984, -38167, 145038, 7633, 
00:05:04:738, 0, -92078, -116859, 989906, -122137, 83969, -30534, 
00:05:04:750, 0, -92328, -116656, 990703, -137404, 137404, 15267, 
00:05:04:765, 0, -93125, -116718, 990781, -152671, -114503, 30534, 
00:05:04:777, 0, -91578, -116562, 991828, -61068, -22900, 53435, 
00:05:04:789, 0, -91640, -116015, 992031, 53435, 76335, -22900, 
00:05:04:800, 0, -92187, -116203, 992687, 7633, 251908, 38167, 
00:05:04:812, 0, -91640, -116953, 990296, -30534, 557252, 61068, 
00:05:04:828, 0, -91796, -116437, 991781, -15267, 549618, 7633, 
00:05:04:839, 0, -92484, -116703, 991875, -167938, 954198, 167938, 
00:05:04:851, 0, -92203, -116953, 991125, -91603, 1030534, -76335, 
00:05:04:863, 0, -91078, -117546, 991343, 7633, 1465649, 76335, 
00:05:04:875, 0, -92406, -117828, 992375, 68702, 1664122, -15267, 
00:05:04:890, 0, -92281, -116390, 991343, -22900, 1885496, 83969, 
00:05:04:902, 0, -91375, -119812, 992531, 114503, 1786260, 129771, 
00:05:04:914, 0, -91687, -119218, 991640, -114503, 2030534, 114503, 
00:05:04:925, 0, -91046, -118187, 992968, -22900, 2160305, 106870, 
00:05:04:937, 0, -92796, -118968, 992000, -53435, 2595420, 129771, 
00:05:04:953, 0, -92375, -119109, 994656, 76335, 2717558, 68702, 
00:05:04:964, 0, -91421, -120640, 992031, 106870, 2992367, 236641, 
00:05:04:976, 0, -91750, -123156, 990500, -7633, 3274810, 175572, 
00:05:04:988, 0, -92234, -121546, 992562, -22900, 3267176, 267175, 
00:05:05:00, 0, -92968, -123609, 991656, -22900, 2900764, 122137, 
00:05:05:15, 0, -91718, -125515, 990468, -91603, 3106871, 335877, 
00:05:05:27, 0, -92218, -124765, 988453, -7633, 2916031, 145038, 
00:05:05:39, 0, -92015, -126890, 990171, 61068, 2648855, 183206, 
00:05:05:50, 0, -91375, -129281, 999437, -53435, 2770993, 320610, 
00:05:05:62, 0, -91796, -133140, 976406, -251908, 3442749, 343511, 
00:05:05:89, 0, -92062, -132468, 985203, -167938, 3717558, 366412, 
00:05:05:101, 0, -92375, -135187, 983031, -343511, 3114504, 267175, 
00:05:05:113, 0, -92484, -136015, 983656, -343511, 2251909, 114503, 
00:05:05:152, 0, -90875, -133843, 984312, -91603, -763359, 30534, 
00:05:05:164, 0, -89734, -133750, 985328, -190839, -1541985, -160305, 
00:05:05:175, 0, -90562, -132046, 986437, 22900, -2175573, -175572, 
00:05:05:187, 0, -90093, -129859, 990296, -38167, -2984733, -83969, 
00:05:05:203, 0, -90828, -126796, 990781, -137404, -2748092, -244274, 
00:05:05:214, 0, -88937, -125578, 992546, -68702, -2961832, -229007, 
00:05:05:226, 0, -90640, -123703, 992250, -99236, -2732825, -229007, 
