Date, Datalogger Freq, Accelerometer X Axis, Accelerometer Y Axis, Accelerometer Z Axis, Gyroscope X Axis, Gyroscope Y Axis, Gyroscope Z Axis, 
00:05:38:296, 0, 959140, 2228859, -849312, 2358779, 32183215, 102175602, 
00:05:38:308, 0, -14953, -195218, 2460171, -10679392, 28893138, 104847358, 
00:05:38:320, 0, 471500, 617171, 366187, -20564891, 43259554, 98938959, 
00:05:38:332, 0, -621140, 758250, 2030359, -26580160, 29419855, 107442779, 
00:05:38:347, 0, 322781, 578421, 469140, -20580158, 15473286, 102641251, 
00:05:38:359, 0, 109062, -35250, 2070359, -33610696, 14015271, 106572549, 
00:05:38:371, 0, 215421, -98046, -165500, -35526727, 17511455, 110183238, 
00:05:38:382, 0, 426390, 135093, 2694640, -33076345, 16702294, 108259573, 
00:05:38:394, 0, -55156, 616343, 3946156, -35145048, -1793893, 110366444, 
00:05:38:410, 0, 316140, -408468, 701218, -44526730, -10938934, 109908428, 
00:05:38:421, 0, 854656, -634453, 230484, -45793906, 2961832, 113267208, 
00:05:38:433, 0, 662203, -452406, 1235406, -63816812, 21961838, 122771027, 
00:05:38:457, 0, 645062, 843750, -376421, -82358802, 44870242, 131564923, 
00:05:38:472, 0, 1291406, 1227531, -521484, -73305364, 38229018, 137885536, 
00:05:38:484, 0, -48046, 1693296, 3444750, -100763388, 58061085, 146580195, 
00:05:38:496, 0, -4184000, -998046, 4557656, -113038200, 49572533, 156664167, 
00:05:38:507, 0, -977375, 1185687, 2348718, -79259564, 67916050, 150381723, 
00:05:38:519, 0, -602921, 584234, 1424265, -89801552, 70106890, 146778668, 
00:05:38:535, 0, -1576437, -2477437, 1040468, -110587818, 43038180, 154206151, 
00:05:38:546, 0, -640406, -399750, 4764000, -73809181, 63839713, 156900808, 
00:05:38:558, 0, -2029500, 3359, -5087718, -90450407, 69282462, 160061115, 
00:05:38:570, 0, -200281, -3419062, -335046, -77450404, 31679398, 159687069, 
00:05:38:582, 0, -725921, 2047375, 5534593, -101809189, 61236658, 163778673, 
00:05:38:597, 0, -397078, 1493062, 2064765, -50702304, 53404595, 154961877, 
00:05:38:609, 0, 447937, 981140, 1669000, -49564899, 14877866, 145007675, 
00:05:38:621, 0, -255781, 1512812, 44625, -66526736, 38862606, 136801566, 
00:05:38:632, 0, 3486015, -81937, -7129218, -72022921, 47969479, 128641258, 
00:05:38:644, 0, 658125, 941343, -615093, -50778640, 48282456, 115877896, 
00:05:38:671, 0, 91687, -7038187, -2687531, -43580165, 6305345, 84961856, 
00:05:38:683, 0, 1324562, 531640, 714703, -15809164, 66068721, 76847350, 
00:05:38:695, 0, -507734, -51140, 1896078, -45816807, 74061090, 68458035, 
00:05:38:707, 0, 537156, 2189484, 2412703, -34526727, 48106884, 59145055, 
00:05:38:722, 0, -2436625, -3765968, 6583343, -57755741, 33885506, 54648870, 
00:05:38:734, 0, -1162609, -123078, 923343, -45259555, 47931311, 47618334, 
00:05:38:746, 0, -433593, -2304234, -3765859, -24923671, 38442759, 42496195, 
00:05:38:757, 0, -1138703, -1126281, 8191984, -13931301, 49244289, 42290088, 
00:05:38:769, 0, 619843, -2309937, 1722937, -21916036, 53374061, 41793905, 
00:05:38:785, 0, -2587937, -2506031, -2463625, -35549628, 15984737, 44465661, 
00:05:38:796, 0, 228750, 2625453, -5772734, -16900768, 5793894, 44000012, 
00:05:38:808, 0, -792171, 529421, 1912468, -32916040, 3320611, 49496197, 
00:05:38:820, 0, -2022390, 2082796, 5542968, -25916038, 854962, 46366425, 
00:05:38:832, 0, 4734109, -5586031, -8186437, -11068705, -16213745, 40091614, 
00:05:38:847, 0, -2459703, 2037296, -789593, -62465666, -74580174, 42771004, 
00:05:38:859, 0, 2313421, 826046, -878218, -3000000, -30076344, 35816804, 
00:05:38:871, 0, -59968, 2251281, 134000, -24000006, -13412217, 37603064, 
00:05:38:882, 0, 449093, 3660125, 403140, 381679, -41694668, 30839703, 
00:05:38:933, 0, 451265, 2990281, -4888468, -3885497, -79755748, 7641223, 
00:05:38:945, 0, -369109, 194265, 8191984, -5473284, -75587808, 11473285, 
00:05:38:957, 0, 415703, 1360125, 3394546, -31503825, -50366426, 25274816, 
00:05:38:972, 0, -746062, -939250, 4817015, -54725206, -73045822, 34946575, 
00:05:38:984, 0, -1363468, -1166968, 2364437, -61877880, -39854973, 31870238, 
00:05:38:996, 0, 304343, -801140, -2341296, -67549637, -36916041, 32885505, 
00:05:39:07, 0, -401734, 1109281, 8191984, -60557269, -29282451, 28961840, 
00:05:39:19, 0, 328390, -46296, 3930984, -79778649, -23267182, 31786268, 
00:05:39:35, 0, 643906, -3361609, -2218843, -83603077, -14534355, 30190848, 
00:05:39:46, 0, 276109, 734796, -4543812, -82748115, -7603055, 29190848, 
00:05:39:58, 0, -1989906, -1952640, 8090421, -67687042, -20175578, 23442754, 
00:05:39:70, 0, -1980281, -4997625, 5483828, -47053448, -13305347, 15160309, 
00:05:39:82, 0, -1111593, 898875, 8191984, -28572527, -8687025, 5099238, 
00:05:39:97, 0, -1546609, 555859, 6206968, -24007640, -28183214, -1091603, 
00:05:39:109, 0, -767953, 3589953, 885281, -1358779, -32358788, -6335879, 
00:05:39:121, 0, -246953, 1163046, -8192000, -9969468, -7786261, -11480919, 
00:05:39:132, 0, 1026265, -646359, -3548203, -5198474, 18229012, -11503820, 
00:05:39:144, 0, 2053656, -609468, -4335187, -9671758, -8106872, -11129774, 
00:05:39:171, 0, 905656, -1365953, -1418468, 5725192, 3221374, -9427483, 
00:05:39:183, 0, 150796, -1390562, -290500, -13603057, -10900766, -4511451, 
00:05:39:195, 0, -1661718, 2899750, 2701453, -41480928, -5534352, 5007635, 
00:05:39:210, 0, -50125, 1762484, 8191984, -21129777, -6320612, 11442751, 
00:05:39:222, 0, -922562, 4162468, 8191984, -57580169, -20938937, 19137410, 
00:05:39:234, 0, -884250, 1349546, 4200484, -43854974, -5465650, 26290083, 
00:05:39:246, 0, -950812, 3712859, 6025125, -55000015, -11122140, 31145047, 
00:05:39:257, 0, 820703, 2056593, -3918343, -53793908, -19763364, 33977109, 
00:05:39:273, 0, 504953, -343546, -8192000, -54175588, -45839707, 33236650, 
00:05:39:285, 0, -380796, -1448250, 3327265, -51725205, -65854980, 29603062, 
00:05:39:296, 0, 26250, 567578, 1386843, -60152689, -79419870, 27771000, 
00:05:39:308, 0, 441359, -517218, 3702031, -53832076, -92290103, 27229015, 
00:05:39:320, 0, -336921, -1251843, 5783515, -56900779, -81618344, 33908406, 
00:05:39:347, 0, 1666687, 78171, 6892593, -51503831, 35213750, 63526735, 
00:05:39:359, 0, -2029500, -586671, 8191984, -117305377, -2633588, 63595438, 
00:05:39:371, 0, -717437, 1142609, 1967843, -64343530, 7885498, 58450398, 
00:05:39:382, 0, -867062, -543171, 2041671, -59366429, -18603058, 48519098, 
00:05:39:398, 0, 626203, -198421, -512468, -66015286, -19679395, 45938944, 
00:05:39:410, 0, -383500, 2482437, 2777812, -72167959, -17488554, 41076347, 
00:05:39:421, 0, 827312, 439671, 2871875, -11916033, -26801534, 25656495, 
00:05:39:433, 0, -792234, 5044171, 8191984, -58000016, 21862601, 28564893, 
00:05:39:445, 0, -1243890, -336937, 8191984, -42450393, 2167939, 18274814, 
00:05:39:460, 0, 912343, 1221562, -2751640, -38213751, -17923669, 11412217, 
00:05:39:472, 0, 1318484, 5288250, -5764218, -14236645, -3977100, 8503819, 
00:05:39:484, 0, 281703, -3042281, -5083062, -18809165, -335877, 6282444, 
00:05:39:496, 0, -271625, 3844953, -649421, -22557258, 16549623, 7748093, 
00:05:39:507, 0, -513640, 3079734, -2064625, -39389324, -18213745, 3061069, 
00:05:39:523, 0, -1475500, -1044687, -373765, -60519101, -37778636, 824427, 
00:05:39:535, 0, 2001312, -1946812, -2437437, -27404588, -71480936, -9564888, 
00:05:39:546, 0, 3254078, 1399859, -8192000, -21061074, -95664149, -14045805, 
00:05:39:558, 0, 161750, 264203, -1679406, 38473293, 122137, -8587788, 
00:05:39:570, 0, -102609, 717343, -8192000, 56183222, -37450392, -32725200, 
00:05:39:585, 0, 1457609, -1432687, 2237015, 15587790, -9786262, -33206116, 
00:05:39:597, 0, 489765, 305156, -5197718, 32801536, -36839705, -48442762, 
00:05:39:609, 0, 684078, 2893796, 401921, 32221383, -19030539, -48488563, 
00:05:39:621, 0, 1315828, -2171218, 8191984, 44427493, -16351149, -51068717, 
00:05:39:648, 0, -875484, 1113296, -3329593, 51816808, 45045814, -48694670, 
00:05:39:660, 0, -1708734, -3583953, 3031046, 69564905, 56946581, -56709940, 
00:05:39:671, 0, -1153218, -362906, -2058796, 41320622, 45641234, -59083986, 
00:05:39:683, 0, -851453, -237515, 873375, 80885519, 23183212, -67038187, 
00:05:39:695, 0, -843500, -134937, 1036765, 109412245, 6167940, -68549638, 
00:05:39:710, 0, -565937, -529171, 601281, 109328275, -4427482, -67045820, 
00:05:39:722, 0, -578781, 43906, 1721218, 101160334, 3687023, -56618337, 
00:05:39:734, 0, -360421, -102390, 1318859, 81435138, 14152675, -37458026, 
00:05:39:746, 0, 2455906, 895015, -1167625, 66213759, 5450383, -48129784, 
00:05:39:757, 0, 193156, 293859, 6645375, 28862603, -29320619, -51847343, 
00:05:39:773, 0, 1108125, -3761640, -7376906, 34297719, -1580153, -54984748, 
00:05:39:785, 0, 1407000, 6144562, 6702875, 52038183, 15305347, -58190856, 
00:05:39:796, 0, 25218, 262562, 596093, 6709925, 12114507, -50931312, 
00:05:39:808, 0, 1112328, -1694750, -4923234, 37709934, -9839697, -55648871, 
00:05:39:820, 0, 347468, 647015, 4602671, 52259557, 8541987, -53954214, 
00:05:39:835, 0, 62437, -218375, 4106750, 65580171, -15717561, -60740475, 
00:05:39:859, 0, 462984, 1029218, 166625, 57083986, -11068705, -57419863, 
00:05:39:871, 0, -123250, 620218, 2098734, 32778635, -18473287, -54854977, 
00:05:39:882, 0, -355125, -310609, 1359000, 28717565, -14648859, -50137419, 
00:05:39:898, 0, -277203, -13046, -542468, 24900770, -15320615, -45236654, 
00:05:39:910, 0, 115125, -2226609, 1116953, 40862607, -5793894, -43022913, 
00:05:39:921, 0, 497062, -1041109, -3752640, 14641225, -11648858, -37679400, 
00:05:39:933, 0, -306265, -838140, 690687, 17839699, -20076341, -37290087, 
00:05:39:945, 0, -717656, 510609, 2394500, 33374055, -14549622, -37534362, 
00:05:39:960, 0, -175781, 563703, -516750, 32732833, -25824434, -38312988, 
00:05:39:972, 0, -459062, -1182578, 3523062, 31442757, -9259544, -36175583, 
00:05:39:996, 0, -315453, 266390, -661062, 21045807, -30961841, -37526728, 
00:05:40:07, 0, -650093, -49593, 4633640, 34778636, -34480926, -34946575, 
00:05:40:23, 0, 129156, 134093, -293328, 17770997, -39839706, -28587794, 
00:05:40:35, 0, 494031, 479734, -1192687, 13305347, -21839700, -22595426, 
00:05:40:46, 0, 543859, -1911687, -2087140, 17251913, -22305349, -35198483, 
00:05:40:58, 0, 561578, 965109, -942546, 38045812, 22824434, -38282453, 
00:05:40:70, 0, -464093, 984531, 4743687, 26236648, 6618322, -41290088, 
00:05:40:85, 0, 1208578, 1219343, -5849375, 31061077, -10022903, -43557264, 
00:05:40:97, 0, -1399703, -916250, 8191984, 32603062, -20847334, -44725203, 
00:05:40:109, 0, 299609, -4415765, 1173265, 25809167, -4816795, -44732837, 
00:05:40:121, 0, -161046, 2886765, -1887734, 32000009, 16343516, -47771006, 
00:05:40:132, 0, -692531, 477906, -1002281, 50679404, -64030552, -63755743, 
00:05:40:148, 0, 273828, 62843, -132171, 37488560, 30106878, -50129785, 
00:05:40:160, 0, -524328, 642359, -731437, 24870236, -10793896, -59587803, 
00:05:40:171, 0, -312500, -444765, 3224812, 49473296, 21374052, -70381699, 
00:05:40:183, 0, -797140, -361218, 998375, 48603067, 12328247, -71664142, 
00:05:40:195, 0, -261703, 617531, 1633125, 37442758, 4778627, -77343533, 
00:05:40:210, 0, -130062, -320656, 1697218, 41587798, 30519092, -71732845, 
00:05:40:222, 0, 454312, -708421, -495265, 40923675, 41259553, -75603075, 
00:05:40:234, 0, -250546, -881000, 1703984, 39435125, 50106884, -68946584, 
00:05:40:246, 0, 338218, -1005703, 876687, 36732835, 54480931, -57190856, 
00:05:40:257, 0, 354171, -511984, 261437, 35351155, 39427492, -47816807, 
00:05:40:273, 0, 397656, -761500, -1129484, 38572530, 34351155, -34854971, 
00:05:40:285, 0, -526578, 909343, 3268312, 183206, 96755753, -12770996, 
00:05:40:296, 0, -690093, 1113187, 3304703, -2618321, 98328272, -7267177, 
00:05:40:308, 0, 191562, 1352156, 1189953, 18580158, 51000014, -15389317, 
00:05:40:320, 0, -403234, 60078, 2418968, 11908400, 6213742, -22213746, 
00:05:40:335, 0, -183078, 455703, 1773593, 20832067, -11236644, -25549625, 
00:05:40:359, 0, 100187, 21843, -92828, 6541986, -15038172, -15984737, 
00:05:40:371, 0, 467906, 656093, 846625, 2839695, 4778627, -11045804, 
00:05:40:382, 0, 296953, 233265, 1461437, -5129772, -17435119, -7358780, 
00:05:40:398, 0, 426312, -17937, 1500375, -10183209, -19198478, -2954199, 
00:05:40:410, 0, 373187, -189968, 992640, -22786266, -33282452, -893130, 
00:05:40:421, 0, 199703, 115953, 971359, -28694664, -34335887, -1427481, 
00:05:40:433, 0, 142359, -93968, 1323890, -22022907, -45412226, -1267175, 
00:05:40:445, 0, 87234, -703734, 1784046, -24465655, -40381691, -488549, 
00:05:40:460, 0, 76234, -288390, 1311265, -24549625, -31175581, -1916031, 
00:05:40:472, 0, 60625, -316968, 1297343, -24541991, -16717562, -2068702, 
00:05:40:484, 0, 160031, 504171, 1308312, -26954206, -3297710, -2702290, 
00:05:40:496, 0, 166531, -17203, 638828, -29022909, 3221374, -3053436, 
00:05:40:507, 0, 344750, 76609, 382281, -25839702, -11595423, -4625955, 
00:05:40:523, 0, -62546, -106203, 130546, -27969473, -23816800, -3748092, 
00:05:40:546, 0, -221546, -1006609, -540828, -36656499, -34480926, 1183206, 
00:05:40:558, 0, -100890, -286437, 753625, -26961839, -34122147, 2282443, 
00:05:40:574, 0, -472671, -181953, 775859, -35160315, -22931304, 2618321, 
00:05:40:585, 0, -361093, -180343, 949421, -20374051, -27503824, 2488550, 
00:05:40:597, 0, -428875, -468718, 1204000, -22916037, -27320618, 2954199, 
00:05:40:609, 0, -310062, -584343, 776265, -25267182, -20580158, 5511451, 
00:05:40:636, 0, -19828, -1238015, 1583859, -24274816, 12824431, 10267178, 
00:05:40:648, 0, -476484, 214265, -12187, -36419857, 29908405, 13748095, 
00:05:40:660, 0, -713328, -607843, 1283609, -25496190, 34229017, 9671758, 
00:05:40:671, 0, -1031203, -10562, 898843, -17442753, 21412219, 5748093, 
00:05:40:683, 0, -840625, 96453, 2436406, -15305347, 2198473, 2801527, 
00:05:40:699, 0, -794125, 188640, 1837765, -8618323, -12305347, -152671, 
00:05:40:710, 0, -551593, -1118812, 2318984, 4259543, -13824431, -1557252, 
00:05:40:722, 0, -143890, -780890, 975250, -2290077, 5236642, 2885497, 
00:05:40:734, 0, 440093, -917500, 1099984, -6839696, 25236648, 6809162, 
00:05:40:746, 0, -27984, 187734, 1210656, -6419849, 31664131, 6358780, 
00:05:40:761, 0, -339875, 123718, 538953, -7603055, 30458024, 3145039, 
00:05:40:773, 0, -544093, -690031, 2093625, -11893133, 27526725, -1305343, 
00:05:40:785, 0, -627140, -1182796, 1002703, -11664125, 24839701, -7809162, 
00:05:40:796, 0, -646484, -590656, 1498656, 1106870, 23465655, -16664126, 
00:05:40:808, 0, -641343, -144406, 2445265, 9465651, 1183206, -24152678, 
00:05:40:824, 0, -471859, 602765, 1779671, 15152676, -5541986, -30664131, 
00:05:40:835, 0, -522218, 78546, 3556234, 14801531, -2717558, -34015277, 
00:05:40:847, 0, -258593, -583734, 2279687, 10351148, 9534353, -36389323, 
00:05:40:859, 0, -138859, -759437, 120656, 18809165, 17068707, -40862607, 
00:05:40:871, 0, -480062, -232968, 2305046, 14236645, 18938936, -45091616, 
00:05:40:886, 0, 29093, -267078, 233593, 11335881, 29328252, -48496197, 
00:05:40:898, 0, -371796, 429734, 921937, 9419850, 38725202, -50305358, 
00:05:40:910, 0, -511484, -235765, 1716593, 2145038, 36160315, -51977114, 
00:05:40:921, 0, -893000, -1699046, 3998921, 12442751, 16351149, -56709940, 
00:05:40:933, 0, -227031, 66625, 2886062, 29167947, 27312985, -58229024, 
00:05:40:949, 0, -549921, -869656, 702625, 24167945, 20496189, -59923681, 
00:05:40:960, 0, -445218, -431906, 1043703, 33931307, 22290082, -59717574, 
00:05:40:972, 0, 102171, 40718, 219437, 35938941, 17198478, -58526734, 
00:05:40:984, 0, -36875, 200734, 1251312, 32000009, 22786266, -56625970, 
00:05:40:996, 0, -204296, -84687, 903671, 24137411, 28465657, -55007649, 
00:05:41:11, 0, -136140, -616031, -385703, 22274815, 32870238, -54465664, 
00:05:41:23, 0, -489687, 694515, 1871531, 24297716, 29068710, -53755740, 
00:05:41:35, 0, 112390, 291046, 1180125, 27160313, 18709929, -53908412, 
00:05:41:46, 0, 100937, 246500, 1479062, 25786267, 19091608, -53297725, 
00:05:41:58, 0, 575640, 69718, 1151625, 10870232, 19900769, -49587800, 
00:05:41:85, 0, 145625, 50609, 402750, 7564887, 21816800, -41221386, 
00:05:41:97, 0, 243531, 438687, 709875, 16282447, 15496187, -40404591, 
00:05:41:109, 0, -97453, 293234, 1138578, 14015271, 5641223, -38900774, 
00:05:41:121, 0, 15437, -647937, 616484, 10366415, 1725191, -34595429, 
00:05:41:136, 0, -4031, 538218, 1442984, 11076339, 7114505, -17709928, 
00:05:41:148, 0, 75125, -495828, 825390, 8870231, -3328245, -9083972, 
00:05:41:160, 0, 168906, -36125, 138828, 7167941, -8343513, -8748094, 
00:05:41:171, 0, 80453, -98890, 1013250, 4366413, -8809162, -11465652, 
00:05:41:183, 0, -62937, -99921, 1666796, 3580153, -6541986, -17053440, 
00:05:41:199, 0, 140968, 63343, 1017468, 297710, -3450382, -22488556, 
00:05:41:210, 0, -118859, -148968, 1331156, 442748, -1549618, -27320618, 
00:05:41:234, 0, 183562, -610968, 980531, 13740462, 2076336, -34091612, 
00:05:41:246, 0, 14640, -463062, 937234, 17030539, 8076338, -33045811, 
00:05:41:261, 0, -78796, -1007703, 2724156, 19534356, 8748094, -28503825, 
00:05:41:285, 0, -314921, -387515, 839390, 17167943, 5732826, -18335883, 
00:05:41:296, 0, -433781, -420125, 973078, 16061073, -3458016, -24847335, 
00:05:41:308, 0, -75687, -65328, 1595468, 16587791, -6091604, -28160313, 
00:05:41:324, 0, -335437, 133015, 1285015, 19618326, -12488553, -30198482, 
00:05:41:335, 0, -9312, 40296, 237406, 18190844, 908397, -26213748, 
00:05:41:347, 0, -294234, -757328, 935531, 15068706, 7801528, -24755732, 
00:05:41:359, 0, -74203, 467250, 615656, 20549624, 2427481, -29496191, 
00:05:41:371, 0, 37875, 119796, 28062, 17183211, -2541985, -32045810, 
00:05:41:386, 0, -32906, -213593, -190500, 16396951, 190839, -36534361, 
00:05:41:398, 0, -268343, 322140, 1896656, 17396951, 5290077, -40900775, 
00:05:41:410, 0, 85781, 126171, 1111359, 19870234, 1160305, -45221387, 
00:05:41:421, 0, -93828, 46140, 890656, 16297714, 1183206, -46389326, 
00:05:41:433, 0, -247687, -1724812, 2187578, 12351148, -2061069, -46580166, 
00:05:41:449, 3422, 630781, -618156, 1219890, 15251912, -2656489, -45076348, 
00:05:41:460, 3422, -277828, 826921, 83812, 13458019, -7282444, -42824439, 
00:05:41:472, 3422, 240906, -171828, 2823890, 15793897, -4824428, -39503828, 
00:05:41:484, 3422, 493015, -623328, 1142671, 13259545, -6717559, -35633598, 
00:05:41:496, 3422, -40234, 645750, -195828, 12847331, 6465650, -28419855, 
00:05:41:511, 3436, 31218, -348953, 1754906, 17977104, -7389315, -27511458, 
00:05:41:523, 3428, -120046, -421562, 839640, 13557255, -11053438, -26061076, 
00:05:41:535, 3428, -54625, 525875, 1213984, 10366415, -3755726, -21366418, 
00:05:41:546, 3428, -34796, 67687, 612765, 7305345, 5816795, -15229012, 
00:05:41:558, 3428, -147531, 1734, 1108546, 7488551, 9595422, -14335882, 
00:05:41:574, 3423, -216687, -492546, 1314656, 5755726, 5916032, -19213746, 
00:05:41:585, 3426, -160093, -331734, 1037609, 2916031, 5541986, -20786265, 
00:05:41:597, 3435, -192515, -270437, 1370953, 2671756, 10091605, -19954204, 
00:05:41:609, 3435, -225656, -149437, 452718, 1290076, 13274813, -17625959, 
00:05:41:621, 3435, -468406, 137734, 1170296, 938931, 17717562, -15488554, 
00:05:41:636, 3435, -486125, -349171, 793031, -167938, 16366416, -15641225, 
00:05:41:648, 3437, -513593, -88625, 1265484, 1160305, 21511456, -12694660, 
00:05:41:660, 3437, -388421, -303843, 1179343, 839694, 17877867, -16236645, 
00:05:41:671, 3437, -543296, -648109, 800062, 2496183, 26167946, -12717560, 
00:05:41:683, 3437, -542546, 360437, 1009156, 10358781, 20969471, -10328247, 
00:05:41:699, 3437, -195640, -409906, 1013609, 20083975, 4419848, -17687028, 
00:05:41:710, 3437, 215234, -1281250, -28921, 30595428, 6458017, -18442753, 
00:05:41:722, 3437, 110843, -112531, 976718, 34511460, -9465651, -22160311, 
00:05:41:734, 3437, 26328, 325703, 1064203, 53931313, -48969479, -49053449, 
00:05:41:746, 3437, 128328, 180250, 1320156, 81656512, -64893148, -76167961, 
00:05:41:761, 3437, 233593, 481515, 656875, 90236667, -64267194, -98641249, 
00:05:41:773, 3437, 148843, 486640, 464375, 90954224, -68633607, -121305378, 
00:05:41:785, 3437, 100765, 714468, 611578, 83114527, -81961855, -145290118, 
00:05:41:808, 3437, 268484, 608906, 50093, 69137424, -110503848, -192397002, 
00:05:41:824, 3437, 461250, 574984, -99593, 50977114, -123648890, -212694718, 
00:05:41:835, 3437, 800453, 469796, -401031, 24587793, -139885536, -229824494, 
00:05:41:847, 3437, 624609, -621062, 967593, -8709926, -156396991, -240366481, 
00:05:41:859, 3437, 618312, -1484453, 40406, -24740465, -164335925, -239526787, 
00:05:41:871, 3428, 762578, -854250, -116546, -10083972, -139885536, -226671821, 
00:05:41:898, 3423, -2524406, -1976312, 8191984, 51557266, -101320640, -200152729, 
00:05:41:910, 3423, -1112953, -3526515, 4144546, 6946566, 10488552, -169641270, 
00:05:41:937, 3436, 511453, -4121671, 358234, -18587791, -21000006, -108412245, 
00:05:41:949, 3438, -404000, -1752625, 2341343, -16732829, -41572531, -100595449, 
00:05:41:960, 0, 850203, -1671312, 232046, 236641, -15992371, -85633612, 
00:05:41:972, 0, 281875, -897843, 2377296, -29877871, 15435118, -69282462, 
00:05:41:984, 0, 212500, -819781, 1454125, -36198483, 33885506, -59022917, 
00:05:42:00, 0, 414093, -92812, 78640, -43335890, -28801535, -48969479, 
00:05:42:11, 0, -607609, -814000, -681062, -19854967, -39358790, -43938944, 
00:05:42:23, 0, 885578, 64234, -7413671, -20183211, -49954212, -30229016, 
00:05:42:35, 0, -206312, -2032468, 2289015, -28358786, -36778636, -12755728, 
00:05:42:46, 0, -354828, -1018859, 3459078, -24335884, -18183211, -7633, 
00:05:42:62, 0, -128515, -1694000, 1605921, -15244279, 10213743, 9916033, 
00:05:42:74, 0, -559000, -2341765, 3003640, -12732828, 28656496, 17656493, 
00:05:42:85, 0, 145078, -2338359, 1746859, -10419850, 44450394, 21076341, 
00:05:42:97, 0, 154500, -1922078, 2227437, -17343516, 57832077, 25977106, 
00:05:42:109, 0, 134281, -2070546, -556218, -26519091, 71152692, 27282450, 
00:05:42:125, 0, 1143015, -406078, -686734, -26480923, 59198490, 27488557, 
00:05:42:136, 0, 305796, -179671, 789203, -10618323, 54496199, 24038174, 
00:05:42:148, 0, -228171, -547281, 1973875, -14221378, 55480932, 22877869, 
00:05:42:160, 0, -610625, 370593, 1194765, -19038173, 69389333, 23465655, 
00:05:42:171, 0, -1416078, 618859, 1469718, -26061076, 56656504, 22175578, 
00:05:42:187, 0, -1561546, 311781, -143390, -25954206, 32847337, 20656494, 
00:05:42:199, 0, -1700218, 144968, 562093, -21618326, 8244277, 20343517, 
00:05:42:210, 0, -1660593, -7390, -44765, -16076340, -12320614, 22091609, 
00:05:42:222, 0, -1358984, -502000, 682015, -11091606, -33038177, 24916037, 
00:05:42:234, 0, -759484, 117921, -1048921, -3091603, -39419858, 29412222, 
00:05:42:250, 0, -409703, -862843, 37703, -21603059, -12068705, 39396957, 
00:05:42:261, 0, -537203, -1367625, -1611031, -4618321, -22709930, 33809170, 
00:05:42:273, 0, -227843, -542593, 2653750, 23015273, -15145042, 27274817, 
00:05:42:285, 0, 305656, -1944109, -2002093, 29793901, -7511452, 18679394, 
00:05:42:296, 0, -170984, -454578, 915609, 35251918, 17114508, 9465651, 
00:05:42:312, 0, -477453, -972281, 789093, 47832074, 23496190, 1427481, 
00:05:42:324, 0, 645609, -1303343, 929796, 42106882, 20870235, -4954199, 
00:05:42:335, 0, 279375, 20640, 2366421, 15625958, 24320617, -6198475, 
00:05:42:347, 0, 767000, -442625, 244765, -1122137, 11190842, -4618321, 
00:05:42:359, 0, 475187, 603265, 906375, -5648856, 2167939, -4549619, 
00:05:42:375, 0, 99984, -652656, 1500937, -12740461, -17931302, -24068709, 
00:05:42:386, 0, 968968, 904546, 940187, -13511454, -11587789, -45564898, 
00:05:42:398, 0, -63000, 230218, 1344843, -14396950, 13816797, -45022913, 
00:05:42:410, 0, 999953, -223234, 679140, -7488551, 25160312, -39893141, 
00:05:42:421, 0, 200140, -113828, 1653468, -12641225, 25045808, -32618330, 
00:05:42:437, 0, 300765, 35171, -33859, -13854965, 12022904, -32549627, 
00:05:42:449, 0, 300656, -326765, 727328, -11274812, 13870233, -29916039, 
00:05:42:460, 0, 177296, 210218, 918234, -2549619, 24557259, -21145044, 
00:05:42:472, 0, 190000, 244984, 1761125, -1030534, 32885505, -2435115, 
00:05:42:484, 0, 216328, -359593, 1690093, -7259544, 22274815, 12129774, 
00:05:42:500, 0, 1226562, 676593, -1437937, -7648857, 18229012, 23145044, 
00:05:42:535, 0, -179468, 1468625, 1350390, -1282443, 21526723, 35832071, 
00:05:42:546, 0, -701015, 1295546, 209609, 2396947, 33213750, 27656496, 
00:05:42:562, 0, -427125, -1572421, 1459859, 3480917, 33305353, 14381683, 
00:05:42:574, 0, -512078, -1320125, 1395984, -4519085, 45679402, 9229010, 
00:05:42:585, 0, -788312, 854703, 2255453, -11603056, 50083983, 18496188, 
00:05:42:597, 0, -743296, -971234, 1754218, -11969469, 42832073, 21198479, 
00:05:42:625, 0, -81453, -254843, 437140, -8946567, 89419873, 53969481, 
00:05:42:636, 0, 198281, -290281, 1639609, -3274810, 108816825, 71587807, 
00:05:42:648, 0, 544578, 651781, -263593, -4473283, 112038200, 90633614, 
00:05:42:660, 0, -221625, -439328, 1569140, -7458017, 92549645, 101732853, 
00:05:42:671, 0, 32687, 221125, 1527312, 4419848, 90381705, 110328276, 
00:05:42:687, 0, 2041531, -4590437, 1211671, 6290078, 87725216, 116022934, 
00:05:42:699, 0, 388109, 2416453, 641500, -21297716, 152595464, 180053487, 
00:05:42:710, 0, 391187, 119203, 911109, -2465649, 105366442, 204053494, 
00:05:42:722, 0, -248265, -56125, 483828, -17137409, 74435136, 210946626, 
00:05:42:734, 0, -213734, 190218, 1639562, -23625961, 82587810, 229977165, 
00:05:42:750, 0, 1018109, 2201765, 3582640, -19587791, 95328271, 248221446, 
00:05:42:761, 0, 1002703, -706562, 2748109, -36503827, 108419878, 250129843, 
00:05:42:773, 0, 1285875, 1534031, -427968, -79114526, 108854993, 250114576, 
00:05:42:785, 0, 1347062, 177671, 2539484, -114313010, 100297739, 250129843, 
